Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
4/16/18,transport,transport,2018-04-16T08:06:55-07:00,2018-04-16T08:18:20-07:00,685,4.287,0,0
4/16/18,walking,walking,2018-04-16T08:48:15-07:00,2018-04-16T08:48:48-07:00,33,0.016,50,1
4/16/18,transport,transport,2018-04-16T19:32:14-07:00,2018-04-16T20:01:17-07:00,1743,10.492,0,0
4/16/18,walking,walking,2018-04-16T20:04:48-07:00,2018-04-16T20:05:21-07:00,33,0.016,50,1
4/16/18,walking,walking,2018-04-16T20:08:41-07:00,2018-04-16T20:17:41-07:00,540,0.270,871,26
4/16/18,walking,walking,2018-04-16T20:20:06-07:00,2018-04-16T20:33:44-07:00,818,0.412,944,39
4/16/18,transport,transport,2018-04-16T20:48:50-07:00,2018-04-16T21:01:44-07:00,774,2.398,0,0
4/16/18,walking,walking,2018-04-16T21:05:01-07:00,2018-04-16T21:06:12-07:00,71,0.033,107,3
4/16/18,walking,walking,2018-04-16T21:07:44-07:00,2018-04-16T21:34:01-07:00,1577,1.222,2684,117
4/16/18,walking,walking,2018-04-16T21:35:20-07:00,2018-04-16T21:36:06-07:00,46,0.022,70,2
4/16/18,transport,transport,2018-04-16T21:45:01-07:00,2018-04-16T22:13:22-07:00,1701,22.407,0,0
4/17/18,transport,transport,2018-04-17T08:52:21-07:00,2018-04-17T09:02:14-07:00,593,2.693,0,0
4/17/18,walking,walking,2018-04-17T13:33:53-07:00,2018-04-17T13:33:59-07:00,6,0.003,10,0
4/17/18,transport,transport,2018-04-17T13:43:02-07:00,2018-04-17T13:54:08-07:00,666,3.632,0,0
4/17/18,transport,transport,2018-04-17T15:00:33-07:00,2018-04-17T15:12:25-07:00,712,2.508,0,0
4/17/18,walking,walking,2018-04-17T15:18:43-07:00,2018-04-17T15:32:00-07:00,797,0.270,870,26
4/17/18,walking,walking,2018-04-17T15:34:08-07:00,2018-04-17T15:41:47-07:00,459,0.229,670,22
4/17/18,walking,walking,2018-04-17T15:43:05-07:00,2018-04-17T15:43:31-07:00,26,0.012,40,1
4/17/18,walking,walking,2018-04-17T15:46:05-07:00,2018-04-17T15:51:40-07:00,335,0.222,547,21
4/17/18,transport,transport,2018-04-17T15:51:40-07:00,2018-04-17T15:57:46-07:00,366,0.690,0,0
4/17/18,walking,walking,2018-04-17T15:57:47-07:00,2018-04-17T16:11:05-07:00,798,0.399,1174,38
4/17/18,walking,walking,2018-04-17T16:12:16-07:00,2018-04-17T16:24:34-07:00,738,0.516,1107,49
4/17/18,walking,walking,2018-04-17T16:53:53-07:00,2018-04-17T17:09:15-07:00,922,0.376,1188,36
4/17/18,walking,walking,2018-04-17T17:09:37-07:00,2018-04-17T17:10:53-07:00,76,0.035,114,3
4/17/18,transport,transport,2018-04-17T17:31:27-07:00,2018-04-17T17:34:41-07:00,194,1.181,0,0
4/17/18,walking,walking,2018-04-17T17:46:46-07:00,2018-04-17T18:05:03-07:00,1097,0.684,1583,65
4/17/18,walking,walking,2018-04-17T18:05:04-07:00,2018-04-17T18:14:58-07:00,594,0.416,892,40
4/17/18,walking,walking,2018-04-17T18:33:35-07:00,2018-04-17T18:38:42-07:00,307,0.192,595,18
4/17/18,walking,walking,2018-04-17T18:41:58-07:00,2018-04-17T18:58:53-07:00,1015,0.775,1632,74
4/17/18,transport,transport,2018-04-17T18:58:53-07:00,2018-04-17T19:31:09-07:00,1936,15.459,0,0
4/17/18,walking,walking,2018-04-17T20:57:41-07:00,2018-04-17T20:58:00-07:00,19,0.009,30,1
4/17/18,transport,transport,2018-04-17T22:02:13-07:00,2018-04-17T22:12:09-07:00,596,2.087,0,0
4/18/18,transport,transport,2018-04-18T08:40:30-07:00,2018-04-18T08:48:38-07:00,488,2.156,0,0
4/18/18,transport,transport,2018-04-18T11:16:20-07:00,2018-04-18T11:31:25-07:00,905,3.780,0,0
4/18/18,transport,transport,2018-04-18T11:58:07-07:00,2018-04-18T12:10:34-07:00,747,6.145,0,0
4/18/18,walking,walking,2018-04-18T12:48:22-07:00,2018-04-18T12:49:35-07:00,73,0.034,110,3
4/19/18,transport,transport,2018-04-19T08:31:56-07:00,2018-04-19T08:45:18-07:00,802,3.964,0,0
4/19/18,transport,transport,2018-04-19T12:26:55-07:00,2018-04-19T12:40:37-07:00,822,5.111,0,0
4/19/18,walking,walking,2018-04-19T13:09:05-07:00,2018-04-19T13:23:21-07:00,856,0.678,1484,65
4/19/18,walking,walking,2018-04-19T13:33:18-07:00,2018-04-19T13:37:31-07:00,253,0.176,379,17
4/19/18,walking,walking,2018-04-19T14:00:20-07:00,2018-04-19T14:01:09-07:00,49,0.017,55,2
4/19/18,walking,walking,2018-04-19T14:16:04-07:00,2018-04-19T14:31:21-07:00,917,0.702,1731,67
4/19/18,transport,transport,2018-04-19T14:31:21-07:00,2018-04-19T14:46:07-07:00,886,6.912,0,0
4/19/18,walking,walking,2018-04-19T20:23:37-07:00,2018-04-19T20:24:17-07:00,40,0.019,60,2
4/20/18,transport,transport,2018-04-20T13:48:20-07:00,2018-04-20T14:04:37-07:00,977,5.541,0,0
4/20/18,transport,transport,2018-04-20T14:10:46-07:00,2018-04-20T14:31:22-07:00,1236,6.770,0,0
4/20/18,walking,walking,2018-04-20T14:39:57-07:00,2018-04-20T14:41:57-07:00,120,0.084,180,8
4/20/18,walking,walking,2018-04-20T15:02:38-07:00,2018-04-20T15:02:43-07:00,5,0.002,6,0
4/20/18,walking,walking,2018-04-20T15:03:51-07:00,2018-04-20T15:12:05-07:00,494,0.285,534,27
4/20/18,walking,walking,2018-04-20T15:13:48-07:00,2018-04-20T15:18:19-07:00,271,0.190,407,18
4/20/18,walking,walking,2018-04-20T15:23:15-07:00,2018-04-20T15:31:51-07:00,516,0.249,800,24
4/20/18,transport,transport,2018-04-20T15:31:51-07:00,2018-04-20T15:35:28-07:00,217,0.402,0,0
4/20/18,walking,walking,2018-04-20T15:41:28-07:00,2018-04-20T15:46:27-07:00,299,0.209,449,20
4/20/18,walking,walking,2018-04-20T15:49:03-07:00,2018-04-20T15:53:10-07:00,247,0.136,397,13
4/20/18,transport,transport,2018-04-20T15:53:10-07:00,2018-04-20T16:11:18-07:00,1088,2.248,0,0
4/20/18,walking,walking,2018-04-20T16:26:58-07:00,2018-04-20T17:10:46-07:00,2628,1.338,3507,128
4/20/18,walking,walking,2018-04-20T17:12:11-07:00,2018-04-20T17:13:24-07:00,73,0.034,110,3
4/20/18,walking,walking,2018-04-20T17:36:52-07:00,2018-04-20T18:23:52-07:00,2820,1.354,4188,129
4/20/18,transport,transport,2018-04-20T18:23:52-07:00,2018-04-20T18:34:30-07:00,638,2.152,0,0
4/20/18,cycling,cycling,2018-04-20T22:20:05-07:00,2018-04-20T22:23:30-07:00,205,0.073,0,5
4/21/18,transport,transport,2018-04-21T08:15:01-07:00,2018-04-21T08:23:22-07:00,501,2.168,0,0
4/21/18,walking,walking,2018-04-21T11:16:23-07:00,2018-04-21T11:17:02-07:00,39,0.019,60,2
4/21/18,transport,transport,2018-04-21T12:33:12-07:00,2018-04-21T12:41:50-07:00,518,3.855,0,0
4/21/18,walking,walking,2018-04-21T13:17:02-07:00,2018-04-21T13:34:46-07:00,1064,0.685,1593,65
4/21/18,transport,transport,2018-04-21T13:34:46-07:00,2018-04-21T13:49:16-07:00,870,6.334,0,0
4/21/18,transport,transport,2018-04-21T14:00:54-07:00,2018-04-21T14:09:56-07:00,542,0.672,0,0
4/21/18,transport,transport,2018-04-21T22:08:03-07:00,2018-04-21T22:19:40-07:00,697,3.766,0,0
4/22/18,transport,transport,2018-04-22T08:19:31-07:00,2018-04-22T08:27:41-07:00,490,1.745,0,0
4/22/18,walking,walking,2018-04-22T09:28:30-07:00,2018-04-22T09:28:56-07:00,26,0.012,40,1
4/22/18,transport,transport,2018-04-22T12:39:30-07:00,2018-04-22T13:23:19-07:00,2629,4.273,0,0
4/22/18,walking,walking,2018-04-22T14:10:23-07:00,2018-04-22T14:10:53-07:00,30,0.009,30,1
4/22/18,walking,walking,2018-04-22T15:25:47-07:00,2018-04-22T15:26:17-07:00,30,0.009,0,1
4/22/18,walking,walking,2018-04-22T15:30:05-07:00,2018-04-22T15:46:49-07:00,1004,0.410,1320,39
4/22/18,walking,walking,2018-04-22T20:48:22-07:00,2018-04-22T20:48:55-07:00,33,0.016,50,1
4/22/18,transport,transport,2018-04-22T21:57:39-07:00,2018-04-22T22:08:37-07:00,658,4.368,0,0
