Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
5/14/18,walking,walking,2018-05-14T04:51:45-07:00,2018-05-14T04:51:48-07:00,3,0.002,6,0
5/14/18,transport,transport,2018-05-14T04:52:11-07:00,2018-05-14T04:57:53-07:00,342,0.644,0,0
5/14/18,transport,transport,2018-05-14T06:05:55-07:00,2018-05-14T06:15:03-07:00,548,1.471,0,0
5/14/18,walking,walking,2018-05-14T06:15:03-07:00,2018-05-14T06:17:27-07:00,144,0.068,218,6
5/14/18,transport,transport,2018-05-14T06:17:28-07:00,2018-05-14T07:24:38-07:00,4030,1.537,0,0
5/14/18,walking,walking,2018-05-14T07:26:45-07:00,2018-05-14T07:27:05-07:00,20,0.009,30,1
5/14/18,walking,walking,2018-05-14T09:34:01-07:00,2018-05-14T09:34:30-07:00,29,0.012,40,1
5/14/18,walking,walking,2018-05-14T09:40:41-07:00,2018-05-14T09:49:04-07:00,503,0.352,755,34
5/14/18,walking,walking,2018-05-14T10:04:03-07:00,2018-05-14T10:16:24-07:00,741,0.358,864,34
5/20/18,walking,walking,2018-05-20T06:44:41-07:00,2018-05-20T06:45:34-07:00,53,0.025,80,2
5/20/18,walking,walking,2018-05-20T07:43:57-07:00,2018-05-20T07:44:26-07:00,29,0.016,50,1
5/20/18,transport,transport,2018-05-20T07:45:36-07:00,2018-05-20T07:53:11-07:00,455,1.836,0,0
5/20/18,walking,walking,2018-05-20T07:54:04-07:00,2018-05-20T07:54:51-07:00,47,0.022,72,2
5/20/18,walking,walking,2018-05-20T08:02:45-07:00,2018-05-20T08:10:19-07:00,454,0.162,523,15
5/20/18,walking,walking,2018-05-20T08:16:15-07:00,2018-05-20T08:18:02-07:00,107,0.050,162,5
5/20/18,walking,walking,2018-05-20T08:23:11-07:00,2018-05-20T08:23:37-07:00,26,0.012,40,1
