Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
5/28/18,walking,walking,2018-05-28T14:19:52-07:00,2018-05-28T14:25:29-07:00,337,0.236,506,22
5/28/18,walking,walking,2018-05-28T15:00:00-07:00,2018-05-28T15:06:05-07:00,365,0.222,476,21
5/28/18,transport,transport,2018-05-28T15:41:44-07:00,2018-05-28T15:55:21-07:00,817,1.817,0,0
5/28/18,walking,walking,2018-05-28T15:56:12-07:00,2018-05-28T15:56:45-07:00,33,0.016,50,1
5/28/18,transport,transport,2018-05-28T16:24:17-07:00,2018-05-28T17:07:20-07:00,2583,15.519,0,0
5/28/18,transport,transport,2018-05-28T18:46:12-07:00,2018-05-28T20:01:16-07:00,4504,13.897,0,0
5/29/18,transport,transport,2018-05-29T07:32:01-07:00,2018-05-29T07:41:40-07:00,579,0.840,0,0
5/29/18,walking,walking,2018-05-29T08:12:58-07:00,2018-05-29T08:13:17-07:00,19,0.009,30,1
6/1/18,transport,transport,2018-06-01T13:41:54-07:00,2018-06-01T13:58:34-07:00,1000,1.024,0,0
6/1/18,transport,transport,2018-06-01T14:01:23-07:00,2018-06-01T14:16:13-07:00,890,5.026,0,0
6/1/18,walking,walking,2018-06-01T14:20:27-07:00,2018-06-01T14:20:47-07:00,20,0.009,30,1
6/1/18,walking,walking,2018-06-01T14:21:45-07:00,2018-06-01T14:30:23-07:00,518,0.272,556,26
6/1/18,walking,walking,2018-06-01T14:58:16-07:00,2018-06-01T14:59:09-07:00,53,0.025,80,2
6/1/18,walking,walking,2018-06-01T15:02:20-07:00,2018-06-01T15:03:16-07:00,56,0.017,55,2
6/1/18,walking,walking,2018-06-01T15:28:07-07:00,2018-06-01T15:35:44-07:00,457,0.232,659,22
6/1/18,transport,transport,2018-06-01T15:35:44-07:00,2018-06-01T15:48:24-07:00,760,1.617,0,0
6/1/18,walking,walking,2018-06-01T16:20:35-07:00,2018-06-01T16:21:08-07:00,33,0.016,50,1
6/1/18,cycling,cycling,2018-06-01T22:02:45-07:00,2018-06-01T22:05:25-07:00,160,0.055,0,4
