Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
11/1/17,transport,transport,2017-11-01T08:43:29-07:00,2017-11-01T09:00:09-07:00,1000,1.017,0,0
11/1/17,walking,walking,2017-11-01T10:42:31-07:00,2017-11-01T10:42:57-07:00,26,0.012,40,1
11/1/17,transport,transport,2017-11-01T14:23:27-07:00,2017-11-01T14:35:57-07:00,750,2.402,0,0
11/1/17,walking,walking,2017-11-01T14:35:57-07:00,2017-11-01T14:52:08-07:00,971,0.743,1705,71
11/1/17,walking,walking,2017-11-01T14:54:22-07:00,2017-11-01T15:10:25-07:00,963,0.471,1306,45
11/1/17,walking,walking,2017-11-01T15:10:26-07:00,2017-11-01T15:10:57-07:00,31,0.016,0,1
11/1/17,transport,transport,2017-11-01T15:36:27-07:00,2017-11-01T15:44:14-07:00,467,2.958,0,0
11/1/17,walking,walking,2017-11-01T15:46:52-07:00,2017-11-01T15:47:25-07:00,33,0.016,50,1
11/1/17,walking,walking,2017-11-01T16:09:33-07:00,2017-11-01T16:10:02-07:00,29,0.009,30,1
11/1/17,walking,walking,2017-11-01T19:58:52-07:00,2017-11-01T19:59:21-07:00,29,0.012,40,1
11/1/17,transport,transport,2017-11-01T19:59:24-07:00,2017-11-01T20:12:01-07:00,757,2.671,0,0
11/1/17,transport,transport,2017-11-01T22:38:03-07:00,2017-11-01T22:47:22-07:00,559,1.294,0,0
11/2/17,transport,transport,2017-11-02T08:44:15-07:00,2017-11-02T08:50:29-07:00,374,1.348,0,0
11/2/17,walking,walking,2017-11-02T08:52:13-07:00,2017-11-02T08:53:27-07:00,74,0.034,111,3
11/2/17,transport,transport,2017-11-02T13:05:32-07:00,2017-11-02T13:16:40-07:00,668,5.033,0,0
11/2/17,transport,transport,2017-11-02T13:25:37-07:00,2017-11-02T13:33:26-07:00,469,1.980,0,0
11/2/17,transport,transport,2017-11-02T16:14:24-07:00,2017-11-02T16:44:44-07:00,1820,2.329,0,0
11/2/17,transport,transport,2017-11-02T22:25:51-07:00,2017-11-02T22:35:42-07:00,591,4.606,0,0
11/3/17,transport,transport,2017-11-03T08:16:43-07:00,2017-11-03T08:20:43-07:00,240,0.993,0,0
11/3/17,walking,walking,2017-11-03T12:43:52-07:00,2017-11-03T12:44:05-07:00,13,0.006,20,1
