"Date","Keys","Clicks"
"2016-06-04",2192,874
"2016-06-05",7834,1918
"2016-06-06",18263,4749
"2016-06-07",4460,3032
"2016-06-08",5083,3629
"2016-06-09",6093,3139
"2016-06-10",4636,3290
