"Date","Keys","Clicks"
"2016-06-14",11572,4127
"2016-06-15",4212,3403
"2016-06-16",4595,3185
"2016-06-17",8624,6005
"2016-06-18",7662,5064
"2016-06-19",7478,3195
"2016-06-20",19,31
