"Date","Keys","Clicks"
"2016-11-19",545,523
"2016-11-20",4019,984
"2016-11-21",9841,2952
"2016-11-22",3230,547
"2016-11-23",5941,3165
"2016-11-24",4931,2831
"2016-11-25",14069,5459
