"Date","Keys","Clicks"
"2016-08-10",81,44
"2016-08-11",0,0
"2016-08-12",639,534
"2016-08-13",1236,268
"2016-08-14",1000,461
"2016-08-15",0,0
"2016-08-16",83,158
