"Date","Keys","Clicks"
"2016-06-09",6093,3139
"2016-06-10",5182,3527
"2016-06-11",493,460
"2016-06-12",586,291
"2016-06-13",12551,4381
"2016-06-14",11572,4127
"2016-06-15",20,38
