"Date","Keys","Clicks"
"2015-12-25",1001,608
"2015-12-26",3083,2115
"2015-12-27",2218,2057
"2015-12-28",6079,2831
"2015-12-29",5573,1976
"2015-12-30",2671,640
"2015-12-31",7462,1356
