"Date","Keys","Clicks"
"2015-12-30",2671,640
"2015-12-31",7469,1470
"2016-01-01",3959,1906
"2016-01-02",2845,2677
"2016-01-03",5868,6117
"2016-01-04",2228,4856
"2016-01-05",3695,5329
