"Date","Keys","Clicks"
"2016-05-08",5538,2046
"2016-05-09",8122,3249
"2016-05-10",0,0
"2016-05-11",5944,2349
"2016-05-12",6480,3761
"2016-05-13",3964,6084
"2016-05-14",3,42
