"Date","Keys","Clicks"
"2015-12-20",2742,3500
"2015-12-21",13150,4729
"2015-12-22",5455,4766
"2015-12-23",8200,2867
"2015-12-24",435,219
"2015-12-25",1001,608
"2015-12-26",1867,1763
