Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-06-2020","2,478","6,609","4.91","36","1,161","165","15","25","1,007"
"02-06-2020","2,302","6,394","4.75","23","1,230","110","2","32","755"
"03-06-2020","2,528","7,247","5.38","6","1,104","215","15","1","1,069"
"04-06-2020","2,650","7,652","5.67","9","1,185","211","29","15","1,233"
"05-06-2020","2,324","5,727","4.25","34","1,234","206","0","0","847"
"06-06-2020","2,583","5,695","4.22","47","993","255","0","0","1,119"
"07-06-2020","2,239","5,233","3.88","17","1,273","158","1","8","718"
"08-06-2020","2,420","6,996","5.19","8","1,223","186","23","8","959"
"09-06-2020","2,311","6,436","4.77","10","1,119","164","0","0","741"
"10-06-2020","2,379","8,689","6.46","24","1,263","136","20","21","869"
"11-06-2020","2,121","4,821","3.58","21","1,343","83","5","9","507"
"12-06-2020","2,087","4,310","3.2","11","1,208","113","0","0","507"
"13-06-2020","2,398","9,038","6.72","16","1,276","99","41","24","859"
"14-06-2020","2,490","7,865","5.84","20","1,260","124","31","25","972"
"15-06-2020","2,504","9,687","7.2","19","1,181","129","20","38","1,007"
"16-06-2020","1,682","6","0","0","1,439","1","0","0","3"
"17-06-2020","1,680","6","0","0","1,440","0","0","0","0"
"18-06-2020","2,041","5,509","4.09","17","1,362","45","19","14","442"
"19-06-2020","2,353","6,920","5.14","15","1,279","115","24","22","824"
"20-06-2020","2,230","7,042","5.23","14","1,061","86","27","17","664"
"21-06-2020","2,242","3,756","2.79","23","1,321","88","5","26","679"
"22-06-2020","2,266","7,672","5.7","25","1,307","64","36","33","724"
"23-06-2020","2,480","8,048","5.98","9","1,214","184","28","14","1,025"
"24-06-2020","2,094","3,303","2.45","6","1,323","107","8","2","528"
"25-06-2020","2,081","2,723","2.02","7","1,349","75","3","13","498"
"26-06-2020","1,933","2,925","2.17","5","1,367","73","0","0","326"
"27-06-2020","3,087","15,355","11.41","30","965","159","71","77","1,734"
"28-06-2020","2,292","3,975","2.95","17","1,297","133","2","8","745"
"29-06-2020","2,209","3,695","2.75","15","1,068","163","0","0","666"
"30-06-2020","2,196","3,714","2.76","13","1,058","145","5","8","657"
