Activités
Date,Calories brûlées,Pas,Distance,Étages,Minutes Sédentaire,Minutes Peu Actives,Minutes Assez Actives,Minutes Très actif,Dépense calorique
"01-11-2021","2455","8639","6,42","22","1242","134","23","41","968"
"02-11-2021","2017","3322","2,47","2","1328","112","0","0","451"
"03-11-2021","2209","5578","4,14","8","1139","120","2","24","694"
"04-11-2021","2350","6435","4,78","5","1249","191","0","0","879"
"05-11-2021","2176","6170","4,58","26","1413","27","0","0","103"
"06-11-2021","2261","5917","4,4","12","1283","132","4","21","746"
"07-11-2021","2198","4420","3,28","8","1280","160","0","0","676"
"08-11-2021","2154","5252","3,9","9","1205","111","3","22","625"
"09-11-2021","2104","3760","2,79","7","1311","129","0","0","544"
"10-11-2021","2266","6839","5,08","29","1139","135","5","23","758"
"11-11-2021","2097","3937","2,93","7","1135","148","0","0","575"
"12-11-2021","2444","8031","5,97","9","1210","230","0","0","1005"
"13-11-2021","2889","12602","9,36","86","1176","187","34","43","1440"
"14-11-2021","3115","13264","9,86","14","1202","135","10","93","1643"
"15-11-2021","2141","5537","4,11","7","1440","0","0","0","0"
"16-11-2021","2202","5164","3,84","2","1284","156","0","0","627"
"17-11-2021","2391","7426","5,52","10","1256","163","3","18","874"
"18-11-2021","2231","4519","3,36","3","1281","159","0","0","712"
"19-11-2021","2462","5903","4,39","4","1274","133","5","28","941"
"20-11-2021","2083","4389","3,26","13","1260","97","4","7","509"
"21-11-2021","2564","7507","5,58","12","1234","167","29","10","1036"
"22-11-2021","2689","11949","8,88","82","1232","131","19","58","1173"
"23-11-2021","2622","10035","7,46","48","1088","165","21","32","1135"
"24-11-2021","2346","7637","5,67","37","1199","156","13","10","835"
"25-11-2021","2445","8196","6,09","33","1184","166","15","15","944"
"26-11-2021","2278","4973","3,69","19","1274","153","11","2","732"
"27-11-2021","2605","8236","6,12","47","1155","190","12","22","1102"
"28-11-2021","2536","9588","7,12","36","1246","126","26","42","1045"
"29-11-2021","2618","10606","7,88","53","1209","179","29","23","1187"
"30-11-2021","2173","4217","3,13","17","1241","126","7","2","615"

