Activités
Date,Calories brûlées,Pas,Distance,Étages,Minutes Sédentaire,Minutes Peu Actives,Minutes Assez Actives,Minutes Très actif,Dépense calorique
"01-10-2022","2004","2947","2,19","0","803","108","0","0","419"
"02-10-2022","2775","6000","3,27","0","518","192","19","41","1331"
"03-10-2022","2346","5156","2,05","0","445","113","1","34","791"
"04-10-2022","2277","4870","3,62","0","685","121","2","19","728"
"05-10-2022","2536","7331","4,03","0","640","191","8","25","1069"
"06-10-2022","2251","4600","3,42","0","678","156","1","14","743"
"07-10-2022","2330","5266","2,87","0","613","170","15","8","834"
"08-10-2022","2739","9690","7,19","0","567","236","16","20","1325"
"09-10-2022","2397","6878","5,11","0","620","239","0","0","950"
"10-10-2022","2629","9902","7,35","0","617","208","21","19","1121"
"11-10-2022","2749","12157","9,02","0","673","189","14","42","1269"
"12-10-2022","3379","8787","6,52","0","686","248","3","45","1968"
"13-10-2022","2039","3341","2,48","0","891","102","0","0","439"
"14-10-2022","2706","10949","8,13","0","558","220","20","15","1247"
"15-10-2022","2521","9138","6,78","0","571","193","33","1","1051"
"16-10-2022","2529","9535","7,08","0","597","122","40","34","1037"
"17-10-2022","2534","9793","7,27","0","522","161","17","29","1039"
"18-10-2022","2305","8013","5,95","0","703","113","23","20","769"
"19-10-2022","2203","5297","3,93","0","501","74","17","23","614"
"20-10-2022","2454","8170","6,06","0","696","86","29","40","906"
"21-10-2022","2610","9493","7,05","0","640","163","14","34","1123"
"22-10-2022","2512","6775","4,72","0","647","118","28","39","979"
"23-10-2022","2006","2973","2,15","0","755","86","0","0","388"
"24-10-2022","3472","20501","13,85","0","514","184","51","120","2145"
"25-10-2022","2409","7565","5,62","0","701","112","17","24","827"
"26-10-2022","2621","9641","7,16","0","689","157","8","15","1004"
"27-10-2022","2620","9851","7,24","0","608","180","18","17","1125"
"28-10-2022","2305","6004","4,46","0","770","164","5","4","757"
"29-10-2022","2610","9287","6,83","0","626","166","7","27","1096"
"30-10-2022","2711","8562","5,18","0","698","189","21","28","1233"
"31-10-2022","2271","4916","3,65","0","870","180","0","0","737"

