Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-10-2020","2,471","5,025","3.73","4","1,114","196","2","8","964"
"02-10-2020","2,210","4,823","3.58","14","1,020","134","5","15","683"
"03-10-2020","2,488","6,891","5.12","72","1,147","154","2","33","1,006"
"04-10-2020","2,865","9,230","6.86","80","995","203","3","59","1,452"
"05-10-2020","2,330","6,973","5.18","24","1,068","126","6","23","801"
"06-10-2020","2,407","8,195","6.09","37","1,108","172","9","18","924"
"07-10-2020","2,472","7,224","5.37","56","1,425","15","0","0","65"
"08-10-2020","2,765","8,458","6.28","17","1,206","188","34","12","1,199"
"09-10-2020","2,599","8,695","6.46","64","1,207","198","6","29","1,166"
"10-10-2020","2,545","9,121","6.78","34","1,086","131","12","47","1,070"
"11-10-2020","3,353","19,707","14.64","50","1,090","127","152","71","2,058"
"12-10-2020","2,349","7,537","5.6","8","1,126","226","0","0","920"
"13-10-2020","1,675","0","0","0","1,440","0","0","0","0"
"14-10-2020","1,675","0","0","0","1,440","0","0","0","0"
"15-10-2020","1,727","462","0.34","0","1,423","17","0","0","67"
"16-10-2020","2,234","5,400","4.01","11","1,196","146","5","16","735"
"17-10-2020","2,407","6,695","4.97","20","1,171","191","1","9","914"
"18-10-2020","2,261","5,033","3.74","6","1,040","197","0","0","775"
"19-10-2020","2,340","5,952","4.42","14","1,245","195","0","0","847"
"20-10-2020","2,511","7,170","5.33","72","919","161","4","34","1,036"
"21-10-2020","2,342","6,020","4.47","44","1,267","147","3","23","838"
"22-10-2020","2,373","6,715","4.99","12","1,228","212","0","0","898"
"23-10-2020","2,465","7,398","5.5","13","1,210","218","4","8","1,013"
"24-10-2020","2,765","9,792","7.28","32","1,148","135","26","56","1,253"
"25-10-2020","2,548","7,162","5.32","6","1,195","213","23","9","1,040"
"26-10-2020","2,294","5,592","4.15","43","1,272","145","2","21","783"
"27-10-2020","2,765","10,521","7.82","10","1,188","175","39","38","1,345"
"28-10-2020","2,297","5,332","3.96","9","1,272","168","0","0","774"
"29-10-2020","2,584","8,364","6.21","7","1,116","246","5","3","1,127"
"30-10-2020","2,524","7,641","5.68","15","1,211","211","9","9","1,075"
"31-10-2020","2,350","5,271","3.92","13","1,197","167","8","0","801"
