Activités
Date,Calories brûlées,Pas,Distance,Étages,Minutes Sédentaire,Minutes Peu Actives,Minutes Assez Actives,Minutes Très actif,Dépense calorique
"01-09-2022","3108","7625","1,41","0","666","179","31","76","1691"
"02-09-2022","2212","4529","3,36","0","678","184","0","0","694"
"03-09-2022","3015","10974","5,08","0","638","236","18","61","1586"
"04-09-2022","2283","6030","4,37","0","587","133","22","11","752"
"05-09-2022","2691","9483","7,14","0","665","194","51","19","1274"
"06-09-2022","2215","3415","2,54","0","707","113","3","18","657"
"07-09-2022","2476","5871","2,55","0","636","138","7","36","958"
"08-09-2022","2633","4464","2,43","0","605","134","43","46","1173"
"09-09-2022","2809","5314","1,33","0","568","114","8","70","1319"
"10-09-2022","2559","6096","4,12","0","631","213","2","8","1100"
"11-09-2022","2205","4019","2,69","0","684","155","0","0","669"
"12-09-2022","2346","6245","4,8","0","723","144","7","30","844"
"13-09-2022","2526","6990","3,51","0","666","158","4","36","1030"
"14-09-2022","2458","6898","5,19","0","664","159","5","35","976"
"15-09-2022","2194","5088","3,74","0","740","125","10","13","658"
"16-09-2022","2376","5744","4,06","0","585","169","2","16","874"
"17-09-2022","3142","10323","4","0","558","204","10","81","1702"
"18-09-2022","2747","6741","3,46","0","573","189","39","33","1314"
"19-09-2022","2238","6320","4,71","0","830","141","3","27","726"
"20-09-2022","2467","6883","3,46","0","632","162","4","33","973"
"21-09-2022","2233","5768","4,28","0","768","167","7","5","726"
"22-09-2022","2400","6738","4,16","0","709","128","0","0","475"
"23-09-2022","3106","10755","3,1","0","474","155","14","104","1675"
"24-09-2022","2203","3910","2,9","0","642","123","1","14","651"
"25-09-2022","2256","3818","2,83","0","627","124","1","19","716"
"26-09-2022","2723","5407","2,8","0","800","143","19","56","1256"
"27-09-2022","2248","5875","4,34","0","749","131","6","21","713"
"28-09-2022","2332","6290","4,89","0","596","180","6","12","846"
"29-09-2022","2619","5949","2,72","0","631","160","33","40","1175"
"30-09-2022","2892","6227","2,48","0","602","128","15","89","1437"

