Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-01-2020","2,418","7,130","5.3","10","1,119","184","1","9","915"
"02-01-2020","2,461","7,633","5.67","13","1,257","138","10","35","972"
"03-01-2020","2,243","6,786","5.04","4","1,311","91","10","28","705"
"04-01-2020","2,115","4,531","3.37","6","1,335","72","23","10","542"
"05-01-2020","2,260","6,751","5.02","34","1,437","3","0","0","11"
"06-01-2020","2,406","6,612","4.91","1","1,242","169","19","10","866"
"07-01-2020","3,073","14,323","10.64","14","1,189","202","25","24","1,307"
"08-01-2020","2,073","5,439","4.04","22","1,351","62","19","8","487"
"09-01-2020","1,946","3,133","2.33","11","1,372","68","0","0","337"
"10-01-2020","1,934","2,455","1.82","12","1,388","38","3","11","294"
"11-01-2020","2,692","9,826","7.3","29","1,260","102","11","67","1,185"
"12-01-2020","2,603","8,754","6.5","11","1,262","101","9","68","1,113"
"13-01-2020","2,090","2,889","2.15","3","1,328","112","0","0","519"
"14-01-2020","2,213","4,427","3.29","2","1,171","141","2","11","663"
"15-01-2020","2,156","4,226","3.14","11","1,375","25","4","36","545"
"16-01-2020","2,661","8,906","6.62","48","1,259","96","25","60","1,174"
"17-01-2020","2,051","2,690","2","6","933","118","0","0","473"
"18-01-2020","2,322","6,313","4.69","31","1,280","144","5","11","812"
"19-01-2020","1,943","2,367","1.76","11","1,395","21","5","19","309"
"20-01-2020","2,574","11,751","8.73","100","1,272","70","39","59","1,079"
"21-01-2020","2,695","8,242","6.12","16","1,233","131","41","35","1,234"
"22-01-2020","2,458","8,747","6.5","29","1,298","67","21","54","912"
"23-01-2020","2,381","6,852","5.09","12","1,298","96","9","37","854"
"24-01-2020","2,047","2,929","2.18","2","1,350","75","9","6","440"
"25-01-2020","2,543","6,143","4.56","11","1,263","133","17","27","989"
"26-01-2020","2,987","11,896","8.84","35","1,133","211","60","36","1,599"
"27-01-2020","2,613","11,099","8.25","46","1,278","59","33","70","1,096"
"28-01-2020","3,495","16,423","12.2","51","1,114","192","33","101","2,106"
"29-01-2020","2,761","10,503","7.8","36","1,107","139","29","48","1,254"
"30-01-2020","2,355","4,697","3.49","2","956","89","13","23","768"
"31-01-2020","2,451","6,895","5.12","27","1,232","201","2","5","956"
