Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-03-2020","2,290","6,810","5.06","22","1,298","104","15","23","761"
"02-03-2020","2,395","8,130","6.04","20","1,261","146","21","12","896"
"03-03-2020","2,012","4,747","3.53","9","1,359","53","19","9","417"
"04-03-2020","2,351","8,574","6.37","11","1,279","104","28","29","841"
"05-03-2020","2,434","9,735","7.23","22","1,154","100","33","27","922"
"06-03-2020","2,318","7,727","5.74","12","1,185","106","22","26","776"
"07-03-2020","1,904","2,339","1.74","3","1,389","41","3","7","275"
"08-03-2020","2,191","6,497","4.83","4","1,319","67","29","25","640"
"09-03-2020","1,958","3,171","2.36","5","1,371","60","6","3","342"
"10-03-2020","2,539","8,476","6.3","24","1,220","197","22","1","1,072"
"11-03-2020","2,268","6,648","4.94","8","1,300","124","8","8","734"
"12-03-2020","2,538","7,824","5.81","16","1,099","196","16","0","1,058"
"13-03-2020","3,131","10,615","7.89","37","1,315","92","7","26","688"
"14-03-2020","2,301","4,289","3.19","4","894","174","0","0","717"
"15-03-2020","2,284","5,180","3.85","60","1,097","93","2","36","717"
"16-03-2020","2,134","4,017","2.98","4","1,075","125","4","5","594"
"17-03-2020","3,440","13,265","9.86","258","1,064","127","44","139","2,057"
"18-03-2020","2,012","3,126","2.32","11","1,237","94","0","0","408"
"19-03-2020","2,094","3,170","2.36","9","1,347","71","6","16","502"
"20-03-2020","2,087","2,682","1.99","6","1,346","94","0","0","474"
"21-03-2020","2,157","4,638","3.45","11","1,324","82","25","9","602"
"22-03-2020","2,010","3,257","2.42","12","1,256","59","11","15","416"
"23-03-2020","2,167","4,754","3.53","11","1,160","95","4","26","604"
"24-03-2020","2,406","4,935","3.67","43","1,157","177","3","11","863"
"25-03-2020","1,900","2,618","1.95","7","1,403","14","1","22","256"
"26-03-2020","2,104","4,684","3.48","19","1,348","69","2","21","512"
"27-03-2020","2,195","5,531","4.11","20","1,234","53","8","36","613"
"28-03-2020","2,125","4,343","3.23","8","1,330","84","3","23","555"
"29-03-2020","2,158","5,139","3.82","22","1,172","67","6","27","564"
"30-03-2020","2,314","6,611","4.91","21","1,159","124","20","24","821"
"31-03-2020","2,230","3,635","2.7","11","1,293","123","18","6","699"
