Activités
Date,Calories brûlées,Pas,Distance,Étages,Minutes Sédentaire,Minutes Peu Actives,Minutes Assez Actives,Minutes Très actif,Dépense calorique
"01-08-2022","2885","12566","7,62","0","551","172","58","45","1459"
"02-08-2022","2698","10420","6,1","0","656","148","30","52","1236"
"03-08-2022","2586","10258","7,61","0","634","131","43","28","1084"
"04-08-2022","2648","9545","5,9","0","674","118","22","48","1127"
"05-08-2022","2928","13189","9,79","0","431","181","37","59","1508"
"06-08-2022","3040","13200","7,8","0","646","178","30","65","1630"
"07-08-2022","3143","15342","11,9","0","561","174","58","62","1722"
"08-08-2022","2404","8184","6,08","0","436","142","24","12","891"
"09-08-2022","2514","8573","6,36","0","713","137","25","27","985"
"10-08-2022","2761","11218","8,33","0","590","164","46","40","1314"
"11-08-2022","2958","13099","9,66","0","599","175","50","47","1442"
"12-08-2022","2588","9839","7,3","0","538","188","27","17","1108"
"13-08-2022","4074","24072","18,32","0","567","204","71","156","2771"
"14-08-2022","3004","14326","7,97","0","468","142","84","63","1612"
"15-08-2022","3399","20542","15,27","0","579","204","68","57","1826"
"16-08-2022","2703","12228","9,08","0","452","165","61","28","1288"
"17-08-2022","2672","11228","8,33","0","569","189","41","22","1244"
"18-08-2022","2573","9588","7,04","0","657","196","12","25","1119"
"19-08-2022","2371","8146","6,05","0","971","148","25","11","878"
"20-08-2022","2429","7014","5,22","0","341","154","7","30","935"
"21-08-2022","2571","5709","2,07","0","768","136","2","34","1052"
"22-08-2022","2545","6803","3,46","0","497","162","5","39","1066"
"23-08-2022","2350","7296","5,36","0","571","182","4","14","861"
"24-08-2022","2874","5861","2,39","0","650","133","34","71","1449"
"25-08-2022","2384","6393","4,41","0","668","209","0","0","911"
"26-08-2022","2901","11842","8,42","0","598","224","50","34","1502"
"27-08-2022","2547","5552","3,35","0","608","230","7","7","1086"
"28-08-2022","3459","8425","2,86","0","497","228","58","94","2139"
"29-08-2022","2232","4871","3,31","0","418","183","0","0","722"
"30-08-2022","2476","6706","3,01","0","661","175","4","34","974"
"31-08-2022","2083","3081","1,92","0","481","120","6","5","508"

