Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-07-2020","2,229","5,969","4.43","52","1,315","92","11","22","667"
"02-07-2020","2,469","8,514","6.33","30","1,094","133","22","35","983"
"03-07-2020","2,048","3,958","2.94","19","1,316","124","0","0","494"
"04-07-2020","2,502","11,433","8.49","42","974","131","32","41","1,037"
"05-07-2020","2,068","2,998","2.23","4","1,254","123","0","0","493"
"06-07-2020","2,065","4,551","3.38","6","1,330","99","7","4","497"
"07-07-2020","2,045","3,288","2.44","6","1,348","77","7","8","426"
"08-07-2020","2,452","8,155","6.06","1","1,253","122","29","36","951"
"09-07-2020","2,203","5,390","4","32","1,287","120","17","16","668"
"10-07-2020","2,172","6,425","4.77","1","1,126","97","10","15","606"
"11-07-2020","2,732","10,508","7.81","48","1,220","146","7","67","1,267"
"12-07-2020","2,321","6,565","4.88","59","1,115","102","18","32","785"
"13-07-2020","2,578","10,954","8.14","28","1,136","155","44","26","1,137"
"14-07-2020","2,069","3,855","2.86","35","1,323","105","10","2","500"
"15-07-2020","2,147","4,113","3.06","17","1,309","106","23","2","600"
"16-07-2020","1,680","0","0","0","1,440","0","0","0","0"
"17-07-2020","1,717","270","0.2","0","1,423","17","0","0","55"
"18-07-2020","1,940","2,434","1.81","1","1,365","75","0","0","325"
"19-07-2020","2,070","4,714","3.5","40","1,344","73","8","15","484"
"20-07-2020","2,245","7,372","5.48","1","1,306","90","34","10","692"
"21-07-2020","2,046","2,982","2.22","0","1,217","116","0","0","466"
"22-07-2020","2,537","8,738","6.49","9","1,214","186","17","23","1,088"
"23-07-2020","2,690","11,327","8.42","21","1,196","204","8","32","1,267"
"24-07-2020","2,508","10,273","7.63","11","1,199","189","31","21","1,089"
"25-07-2020","2,583","10,642","7.91","55","1,150","109","30","61","1,096"
"26-07-2020","2,159","4,640","3.45","6","1,185","123","0","0","604"
"27-07-2020","2,327","5,642","4.19","8","1,248","192","0","0","823"
"28-07-2020","2,057","2,855","2.12","2","1,322","107","1","10","481"
"29-07-2020","2,075","4,639","3.45","13","1,252","99","11","6","505"
"30-07-2020","3,227","18,082","13.43","144","1,111","222","37","70","1,892"
"31-07-2020","2,728","11,007","8.18","41","978","162","27","40","1,270"
