Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-09-2020","2,456","7,583","5.63","30","1,252","153","12","23","934"
"02-09-2020","2,507","8,924","6.63","16","928","210","16","14","1,070"
"03-09-2020","2,488","8,152","6.06","41","1,262","129","5","44","996"
"04-09-2020","2,308","6,461","4.8","14","1,199","169","3","7","804"
"05-09-2020","2,641","7,610","5.65","41","1,160","255","7","18","1,211"
"06-09-2020","2,594","9,096","6.76","42","953","138","19","44","1,126"
"07-09-2020","2,208","6,753","5.02","19","1,290","122","8","20","692"
"08-09-2020","2,473","7,485","5.56","77","1,119","107","17","44","969"
"09-09-2020","2,301","5,180","3.85","5","1,249","191","0","0","806"
"10-09-2020","2,496","7,790","5.79","66","1,241","162","3","34","1,019"
"11-09-2020","2,371","5,880","4.37","5","1,237","181","15","7","897"
"12-09-2020","2,566","6,831","5.08","35","1,203","209","11","17","1,089"
"13-09-2020","2,452","6,647","4.94","33","1,156","208","3","8","945"
"14-09-2020","2,311","5,170","3.84","10","1,240","200","0","0","827"
"15-09-2020","2,238","4,996","3.71","14","1,166","138","4","11","709"
"16-09-2020","2,314","6,546","4.86","54","1,082","121","6","30","808"
"17-09-2020","2,097","2,917","2.17","1","1,306","134","0","0","545"
"18-09-2020","2,203","5,126","3.81","18","1,288","136","5","11","684"
"19-09-2020","2,654","8,861","6.58","66","1,147","191","8","34","1,213"
"20-09-2020","2,401","5,677","4.22","5","1,246","184","1","9","895"
"21-09-2020","2,306","6,741","5.01","17","1,043","118","17","27","783"
"22-09-2020","2,378","6,124","4.55","8","1,246","175","11","8","878"
"23-09-2020","2,917","10,292","7.65","69","1,078","203","11","55","1,483"
"24-09-2020","2,286","6,167","4.58","36","1,308","78","12","42","737"
"25-09-2020","2,345","7,054","5.24","23","1,128","144","7","20","842"
"26-09-2020","2,870","10,978","8.16","90","1,144","240","10","46","1,460"
"27-09-2020","2,348","4,178","3.1","17","1,262","163","12","3","784"
"28-09-2020","2,688","8,406","6.25","27","1,213","164","18","45","1,228"
"29-09-2020","2,477","6,484","4.82","23","1,238","168","21","13","973"
"30-09-2020","3,022","10,220","7.59","85","1,149","224","27","40","1,632"
