Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-04-2019","2,423","7,531","5.6","24","1,423","17","0","0","76"
"02-04-2019","2,207","4,363","3.24","16","1,440","0","0","0","0"
"03-04-2019","2,121","5,211","3.87","10","1,440","0","0","0","0"
"04-04-2019","2,202","6,129","4.55","15","1,357","66","11","6","396"
"05-04-2019","2,147","1,760","1.31","6","1,324","108","1","7","561"
"06-04-2019","3,643","18,687","13.88","212","1,060","220","55","105","2,353"
"07-04-2019","1,920","2,212","1.64","8","1,378","62","0","0","290"
"08-04-2019","2,194","5,455","4.05","22","1,312","128","0","0","630"
"09-04-2019","1,919","2,508","1.86","10","1,382","58","0","0","287"
"10-04-2019","2,391","7,464","5.55","3","1,259","181","0","0","846"
"11-04-2019","2,862","8,884","6.6","30","1,187","186","39","28","1,404"
"12-04-2019","3,146","17,877","13.28","61","1,146","184","50","60","1,758"
"13-04-2019","2,679","11,606","8.62","7","1,196","184","41","19","1,227"
"14-04-2019","2,710","11,472","8.52","8","958","203","26","24","1,273"
"15-04-2019","2,732","8,970","6.66","36","1,118","180","15","27","1,096"
"16-04-2019","1,962","2,329","1.73","7","1,361","79","0","0","348"
"17-04-2019","1,991","3,826","2.84","5","1,363","66","10","1","382"
"18-04-2019","2,011","3,973","2.95","5","1,266","55","21","4","406"
"19-04-2019","2,008","2,667","1.98","6","1,359","81","0","0","378"
"20-04-2019","2,093","3,404","2.53","10","1,321","119","0","0","510"
"21-04-2019","2,165","6,185","4.6","13","1,319","82","37","2","607"
"22-04-2019","2,091","5,277","3.92","12","1,339","79","22","0","514"
"23-04-2019","2,239","6,361","4.73","17","1,307","120","12","1","696"
"24-04-2019","2,066","3,890","2.89","12","1,329","111","0","0","481"
"25-04-2019","1,956","3,127","2.32","9","1,369","61","10","0","341"
"26-04-2019","2,051","3,075","2.28","7","1,330","110","0","0","456"
"27-04-2019","2,279","4,391","3.26","9","1,125","112","24","6","734"
"28-04-2019","2,380","4,736","3.52","28","1,140","123","30","18","843"
"29-04-2019","2,827","12,945","9.62","12","1,221","107","43","69","1,326"
"30-04-2019","2,503","8,840","6.57","73","1,276","90","31","43","972"
