Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-11-2020","2,117","3,573","2.65","2","1,317","123","0","0","547"
"02-11-2020","2,431","6,602","4.91","62","1,264","138","2","36","928"
"03-11-2020","2,373","7,393","5.49","24","1,269","136","3","32","862"
"04-11-2020","2,293","7,059","5.24","26","1,189","139","5","22","783"
"05-11-2020","2,470","7,868","5.85","32","1,267","119","10","44","976"
"06-11-2020","2,242","4,456","3.31","9","1,279","152","4","5","715"
"07-11-2020","2,559","9,772","7.26","11","1,162","130","59","29","1,109"
"08-11-2020","2,180","5,202","3.87","53","1,323","84","10","23","626"
"09-11-2020","2,198","5,393","4.01","9","1,296","126","6","12","666"
"10-11-2020","2,343","6,579","4.89","9","1,035","187","6","3","866"
"11-11-2020","2,226","5,600","4.16","16","1,300","114","3","23","697"
"12-11-2020","2,203","4,468","3.32","7","1,282","147","5","6","682"
"13-11-2020","2,324","6,352","4.72","12","1,150","136","6","24","814"
"14-11-2020","2,215","6,040","4.49","19","1,293","115","8","24","690"
"15-11-2020","2,489","6,930","5.15","61","1,039","167","1","27","1,000"
"16-11-2020","2,285","5,981","4.44","23","1,079","109","15","24","742"
"17-11-2020","2,674","7,696","5.72","52","1,048","184","18","28","1,201"
"18-11-2020","2,382","5,770","4.29","7","1,248","181","7","4","875"
"19-11-2020","2,491","7,636","5.67","15","1,209","211","8","12","1,047"
"20-11-2020","2,455","7,003","5.2","6","1,225","195","11","9","965"
"21-11-2020","2,360","2,541","1.89","2","1,244","98","12","25","804"
"22-11-2020","2,759","10,563","7.85","7","1,173","250","0","17","1,341"
"23-11-2020","2,480","8,989","6.68","17","1,227","182","10","21","1,024"
"24-11-2020","2,052","4,582","3.4","1","1,342","74","12","12","480"
"25-11-2020","2,099","5,352","3.98","4","1,332","84","8","16","525"
"26-11-2020","2,223","5,441","4.04","17","1,296","123","16","5","651"
"27-11-2020","2,162","4,854","3.61","4","1,317","87","25","11","619"
"28-11-2020","2,157","5,989","4.45","5","1,324","78","20","18","606"
"29-11-2020","2,298","7,888","5.86","3","1,282","110","40","8","787"
"30-11-2020","2,133","5,668","4.21","3","1,315","94","20","11","583"
