Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-04-2020","2,264","4,932","3.66","8","1,273","167","0","0","752"
"02-04-2020","2,167","4,486","3.33","11","1,323","90","6","21","608"
"03-04-2020","2,251","5,309","3.94","13","1,326","73","7","34","694"
"04-04-2020","2,182","5,298","3.94","12","1,314","94","9","23","631"
"05-04-2020","2,282","4,828","3.59","7","1,189","162","0","0","741"
"06-04-2020","2,772","6,760","5.02","44","1,151","250","19","20","1,332"
"07-04-2020","2,351","5,674","4.22","12","1,242","188","7","3","861"
"08-04-2020","2,262","4,453","3.31","9","1,144","113","21","10","710"
"09-04-2020","2,146","4,951","3.68","12","1,089","90","6","23","589"
"10-04-2020","2,329","4,059","3.02","9","1,195","172","0","0","798"
"11-04-2020","2,178","3,866","2.87","8","1,297","143","0","0","616"
"12-04-2020","2,385","7,754","5.76","35","1,183","146","12","27","894"
"13-04-2020","2,383","8,004","5.95","42","1,275","103","29","33","875"
"14-04-2020","2,082","3,880","2.88","4","1,043","136","0","0","538"
"15-04-2020","2,063","3,381","2.51","10","1,234","104","5","7","501"
"16-04-2020","2,229","4,427","3.29","4","1,107","162","0","0","707"
"17-04-2020","2,567","7,478","5.56","53","1,054","150","25","29","1,087"
"18-04-2020","2,306","5,256","3.91","2","1,239","201","0","0","817"
"19-04-2020","2,349","5,310","3.95","21","1,127","167","7","1","852"
"20-04-2020","2,308","4,564","3.39","12","1,264","176","0","0","787"
"21-04-2020","2,722","8,502","6.32","76","854","209","4","41","1,301"
"22-04-2020","2,705","7,655","5.69","67","883","160","17","42","1,254"
"23-04-2020","2,356","4,905","3.64","18","1,082","170","2","10","851"
"24-04-2020","2,683","7,462","5.54","76","1,149","144","7","52","1,219"
"25-04-2020","2,488","7,421","5.51","9","1,042","200","23","5","1,029"
"26-04-2020","2,276","6,208","4.61","14","1,108","125","12","19","759"
"27-04-2020","2,560","8,332","6.19","79","1,243","145","6","46","1,087"
"28-04-2020","2,137","5,569","4.14","27","1,137","79","9","25","573"
"29-04-2020","2,214","4,207","3.13","4","1,270","170","0","0","696"
"30-04-2020","2,311","7,398","5.5","41","1,316","68","14","42","761"
