Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/1/18,transport,transport,2018-06-01T13:41:54-07:00,2018-06-01T13:58:34-07:00,1000,1.024,0,0
6/1/18,transport,transport,2018-06-01T14:01:23-07:00,2018-06-01T14:16:13-07:00,890,5.026,0,0
6/1/18,walking,walking,2018-06-01T14:20:27-07:00,2018-06-01T14:20:47-07:00,20,0.009,30,1
6/1/18,walking,walking,2018-06-01T14:21:45-07:00,2018-06-01T14:30:23-07:00,518,0.272,556,26
6/1/18,walking,walking,2018-06-01T14:58:16-07:00,2018-06-01T14:59:09-07:00,53,0.025,80,2
6/1/18,walking,walking,2018-06-01T15:02:20-07:00,2018-06-01T15:03:16-07:00,56,0.017,55,2
6/1/18,walking,walking,2018-06-01T15:28:07-07:00,2018-06-01T15:35:44-07:00,457,0.232,659,22
6/1/18,transport,transport,2018-06-01T15:35:44-07:00,2018-06-01T15:48:24-07:00,760,1.617,0,0
6/1/18,walking,walking,2018-06-01T16:20:35-07:00,2018-06-01T16:21:08-07:00,33,0.016,50,1
6/1/18,cycling,cycling,2018-06-01T22:02:45-07:00,2018-06-01T22:05:25-07:00,160,0.055,0,4
6/4/18,walking,walking,2018-06-04T19:39:06-07:00,2018-06-04T19:40:19-07:00,73,0.034,110,3
6/4/18,walking,walking,2018-06-04T20:58:31-07:00,2018-06-04T20:59:17-07:00,46,0.022,70,2
6/4/18,walking,walking,2018-06-04T21:02:02-07:00,2018-06-04T21:02:31-07:00,29,0.022,70,2
6/4/18,transport,transport,2018-06-04T21:06:20-07:00,2018-06-04T21:11:18-07:00,298,2.097,0,0
6/5/18,transport,transport,2018-06-05T07:38:36-07:00,2018-06-05T07:43:43-07:00,307,1.054,0,0
6/5/18,transport,transport,2018-06-05T15:29:53-07:00,2018-06-05T16:00:19-07:00,1826,5.988,0,0
6/5/18,walking,walking,2018-06-05T16:00:19-07:00,2018-06-05T16:19:51-07:00,1172,0.698,1803,67
6/5/18,walking,walking,2018-06-05T16:48:05-07:00,2018-06-05T17:09:14-07:00,1269,0.666,1922,64
6/5/18,walking,walking,2018-06-05T17:19:13-07:00,2018-06-05T17:20:06-07:00,53,0.025,80,2
6/5/18,walking,walking,2018-06-05T17:20:56-07:00,2018-06-05T17:21:09-07:00,13,0.006,19,1
6/5/18,transport,transport,2018-06-05T17:29:58-07:00,2018-06-05T17:49:01-07:00,1143,1.610,0,0
6/5/18,walking,walking,2018-06-05T18:27:27-07:00,2018-06-05T18:29:07-07:00,100,0.047,150,4
6/6/18,transport,transport,2018-06-06T21:39:17-07:00,2018-06-06T21:58:57-07:00,1180,2.126,0,0
6/7/18,transport,transport,2018-06-07T07:49:21-07:00,2018-06-07T07:53:33-07:00,252,1.660,0,0
6/7/18,walking,walking,2018-06-07T16:54:28-07:00,2018-06-07T16:54:47-07:00,19,0.009,30,1
6/7/18,transport,transport,2018-06-07T16:55:00-07:00,2018-06-07T17:20:26-07:00,1526,4.030,0,0
6/7/18,walking,walking,2018-06-07T17:20:26-07:00,2018-06-07T17:28:56-07:00,510,0.392,730,37
6/7/18,walking,walking,2018-06-07T17:30:18-07:00,2018-06-07T17:31:38-07:00,80,0.037,120,4
6/7/18,walking,walking,2018-06-07T18:27:01-07:00,2018-06-07T18:36:24-07:00,563,0.383,785,37
6/7/18,transport,transport,2018-06-07T18:36:24-07:00,2018-06-07T18:40:26-07:00,242,1.571,0,0
6/7/18,transport,transport,2018-06-07T20:58:50-07:00,2018-06-07T21:15:30-07:00,1000,2.303,0,0
6/13/18,transport,transport,2018-06-13T22:02:04-07:00,2018-06-13T22:11:13-07:00,549,4.703,0,0
6/14/18,transport,transport,2018-06-14T08:50:22-07:00,2018-06-14T08:55:40-07:00,318,2.417,0,0
6/14/18,transport,transport,2018-06-14T12:37:23-07:00,2018-06-14T13:04:22-07:00,1619,8.743,0,0
6/14/18,walking,walking,2018-06-14T13:16:44-07:00,2018-06-14T13:17:37-07:00,53,0.025,80,2
6/14/18,walking,walking,2018-06-14T13:28:03-07:00,2018-06-14T13:29:03-07:00,60,0.028,90,3
6/14/18,walking,walking,2018-06-14T13:35:30-07:00,2018-06-14T14:09:40-07:00,2050,1.069,2701,102
6/14/18,walking,walking,2018-06-14T14:11:09-07:00,2018-06-14T14:11:29-07:00,20,0.009,30,1
6/14/18,walking,walking,2018-06-14T14:18:07-07:00,2018-06-14T14:40:00-07:00,1313,0.574,1848,55
6/14/18,walking,walking,2018-06-14T15:10:13-07:00,2018-06-14T15:11:44-07:00,91,0.042,137,4
6/14/18,walking,walking,2018-06-14T15:45:39-07:00,2018-06-14T15:49:49-07:00,250,0.309,438,30
6/14/18,walking,walking,2018-06-14T15:51:31-07:00,2018-06-14T15:51:58-07:00,27,0.012,41,1
6/14/18,walking,walking,2018-06-14T15:53:43-07:00,2018-06-14T16:28:06-07:00,2063,1.161,3341,111
6/14/18,walking,walking,2018-06-14T16:29:05-07:00,2018-06-14T16:29:38-07:00,33,0.016,50,1
6/14/18,walking,walking,2018-06-14T16:30:08-07:00,2018-06-14T16:35:35-07:00,327,0.106,341,10
6/14/18,walking,walking,2018-06-14T17:06:07-07:00,2018-06-14T17:06:33-07:00,26,0.012,40,1
6/14/18,transport,transport,2018-06-14T17:27:46-07:00,2018-06-14T17:47:02-07:00,1156,8.700,0,0
6/14/18,transport,transport,2018-06-14T18:11:53-07:00,2018-06-14T18:15:07-07:00,194,0.279,0,0
6/15/18,walking,walking,2018-06-15T09:44:11-07:00,2018-06-15T09:45:31-07:00,80,0.037,120,4
6/15/18,walking,walking,2018-06-15T14:36:20-07:00,2018-06-15T14:37:50-07:00,90,0.034,110,3
6/15/18,transport,transport,2018-06-15T15:07:26-07:00,2018-06-15T15:34:49-07:00,1643,2.229,0,0
6/15/18,walking,walking,2018-06-15T17:20:23-07:00,2018-06-15T17:22:50-07:00,147,0.103,221,10
6/15/18,walking,walking,2018-06-15T17:26:17-07:00,2018-06-15T17:38:39-07:00,742,0.337,1038,32
6/15/18,walking,walking,2018-06-15T17:40:32-07:00,2018-06-15T17:43:41-07:00,189,0.132,284,13
6/15/18,walking,walking,2018-06-15T18:03:56-07:00,2018-06-15T18:06:55-07:00,179,0.174,250,17
6/15/18,walking,walking,2018-06-15T18:06:56-07:00,2018-06-15T18:12:30-07:00,334,0.234,501,22
