Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
20/05/18,transport,transport,2018-05-20T13:45:57+02:00,2018-05-20T14:19:39+02:00,2022,8.830,0,0
20/05/18,walking,walking,2018-05-20T14:19:40+02:00,2018-05-20T14:22:26+02:00,166,0.187,250,8
20/05/18,transport,transport,2018-05-20T14:30:25+02:00,2018-05-20T14:37:30+02:00,425,0.903,0,0
20/05/18,walking,walking,2018-05-20T14:37:30+02:00,2018-05-20T14:47:19+02:00,589,0.876,1004,39
20/05/18,walking,walking,2018-05-20T14:49:20+02:00,2018-05-20T14:49:53+02:00,33,0.025,50,1
20/05/18,walking,walking,2018-05-20T16:07:55+02:00,2018-05-20T16:11:58+02:00,243,0.274,366,12
20/05/18,walking,walking,2018-05-20T18:13:19+02:00,2018-05-20T18:14:25+02:00,66,0.050,100,2
20/05/18,transport,transport,2018-05-20T18:51:44+02:00,2018-05-20T19:05:53+02:00,849,4.487,0,0
20/05/18,walking,walking,2018-05-20T19:05:57+02:00,2018-05-20T19:17:39+02:00,702,0.611,1223,27
20/05/18,transport,transport,2018-05-20T19:17:40+02:00,2018-05-20T19:43:06+02:00,1526,3.490,0,0
20/05/18,walking,walking,2018-05-20T19:43:07+02:00,2018-05-20T20:01:57+02:00,1130,1.920,1911,85
20/05/18,walking,walking,2018-05-20T22:17:56+02:00,2018-05-20T22:18:09+02:00,13,0.010,20,0
20/05/18,walking,walking,2018-05-20T23:01:18+02:00,2018-05-20T23:01:47+02:00,29,0.015,30,1
