"Date","Keys","Clicks"
"2017-03-04",8506,2255
"2017-03-05",4122,1628
"2017-03-06",6982,4365
"2017-03-07",11209,5016
"2017-03-08",7250,4929
"2017-03-09",10390,6239
"2017-03-10",20,22
