"Date","Keys","Clicks"
"2017-09-12",13476,4807
"2017-09-13",6755,3728
"2017-09-14",6544,3225
"2017-09-15",8880,1876
"2017-09-16",2034,447
"2017-09-17",11948,4987
"2017-09-18",1918,1753
