"Date","Keys","Clicks"
"2018-06-04",7375,1669
"2018-06-05",11432,1857
"2018-06-06",9085,1722
"2018-06-07",4101,684
"2018-06-08",341,53
"2018-06-09",12012,1720
"2018-06-10",1149,517
