"Date","Keys","Clicks"
"2018-06-29",9842,2434
"2018-06-30",15766,2043
"2018-07-01",9032,1762
"2018-07-02",12641,4101
"2018-07-03",16113,3517
"2018-07-04",10498,2612
"2018-07-05",28,36
