"Date","Keys","Clicks"
"2018-01-25",0,0
"2018-01-26",911,1580
"2018-01-27",2043,742
"2018-01-28",1105,489
"2018-01-29",3911,2007
"2018-01-30",7963,2182
"2018-01-31",320,359
