"Date","Keys","Clicks"
"2016-11-01",1202,653
"2016-11-02",7334,2455
"2016-11-03",5155,1879
"2016-11-04",2865,71
"2016-11-05",3563,2081
"2016-11-06",4066,489
"2016-11-07",58,48
