"Date","Keys","Clicks"
"2016-02-06",818,2631
"2016-02-07",5335,4983
"2016-02-08",6432,7227
"2016-02-09",4808,6940
"2016-02-10",9369,6518
"2016-02-11",8266,6384
"2016-02-12",3653,2820
