"Date","Keys","Clicks"
"2016-12-27",3478,1878
"2016-12-28",3454,1474
"2016-12-29",1012,884
"2016-12-30",735,518
"2016-12-31",3223,2836
"2017-01-01",2237,1281
"2017-01-02",4,34
