"Date","Keys","Clicks"
"2015-11-25",5518,6320
"2015-11-26",4299,5707
"2015-11-27",2533,4649
"2015-11-28",0,0
"2015-11-29",1673,878
"2015-11-30",3086,3799
"2015-12-01",7000,3200
