"Date","Keys","Clicks"
"2016-04-19",5427,3474
"2016-04-20",4645,4335
"2016-04-21",6396,4000
"2016-04-22",12342,5000
"2016-04-23",57,220
"2016-04-24",3401,2844
"2016-04-25",40,38
