"Date","Keys","Clicks"
"2016-07-08",20253,2511
"2016-07-09",6355,1114
"2016-07-10",10037,4278
"2016-07-11",9852,3392
"2016-07-12",8159,2585
"2016-07-13",8909,3096
"2016-07-14",7,19
