"Date","Keys","Clicks"
"2018-06-19",0,0
"2018-06-20",0,0
"2018-06-21",0,0
"2018-06-22",0,0
"2018-06-23",3303,878
"2018-06-24",6607,1771
"2018-06-25",43,79
