"Date","Keys","Clicks"
"2017-10-30",10483,4711
"2017-10-31",12779,3827
"2017-11-01",15558,4289
"2017-11-02",17409,6652
"2017-11-03",19102,7693
"2017-11-04",10787,4918
"2017-11-05",160,80
