"Date","Keys","Clicks"
"2017-11-27",13793,5000
"2017-11-28",8928,4176
"2017-11-29",16643,4512
"2017-11-30",13997,6413
"2017-12-01",15644,5259
"2017-12-02",8351,5986
"2017-12-03",7841,4378
