"Date","Keys","Clicks"
"2016-12-15",12071,3809
"2016-12-16",11203,5380
"2016-12-17",1421,1517
"2016-12-18",13430,3302
"2016-12-19",21088,6967
"2016-12-20",11406,6821
"2016-12-21",9251,4369
