"Date","Keys","Clicks"
"2017-07-05",0,0
"2017-07-06",0,0
"2017-07-07",0,0
"2017-07-08",6013,683
"2017-07-09",4702,1629
"2017-07-10",0,0
"2017-07-11",5,45
