Date,Activity,Group,Duration,Distance,Steps,Calories
4/30/18,transport,transport,4894,10.200,0,0
4/30/18,walking,walking,1589,0.970,3121,93
5/1/18,transport,transport,1396,5.929,0,0
5/1/18,walking,walking,2499,1.625,3656,155
5/2/18,walking,walking,1518,1.077,2315,103
5/3/18,transport,transport,2733,21.810,0,0
5/3/18,walking,walking,220,0.151,298,14
5/4/18,transport,transport,5083,20.942,0,0
5/4/18,walking,walking,1077,0.739,1622,70
5/5/18,transport,transport,43445,5809.874,0,0
5/5/18,walking,walking,303,0.132,425,13
5/6/18,transport,transport,13327,1548.409,0,0
5/6/18,walking,walking,215,0.277,388,26
