Date,Activity,Group,Duration,Distance,Steps,Calories
6/25/18,transport,transport,2714,12.075,0,0
6/25/18,walking,walking,1338,0.769,2072,73
6/26/18,transport,transport,3108,5.810,0,0
6/26/18,walking,walking,441,0.221,711,21
6/27/18,transport,transport,2292,9.902,0,0
6/27/18,walking,walking,1475,1.011,2067,96
6/28/18,transport,transport,3707,11.952,0,0
6/28/18,walking,walking,1602,0.904,2450,86
6/29/18,transport,transport,3290,12.585,0,0
6/29/18,walking,walking,2158,1.432,3522,137
6/30/18,transport,transport,5992,22.228,0,0
6/30/18,walking,walking,2141,1.297,3360,124
7/1/18,transport,transport,8826,60.557,0,0
7/1/18,walking,walking,2351,1.607,4254,153
