Date,Activity,Group,Duration,Distance,Steps,Calories
2/19/18,transport,transport,1302,6.872,0,0
2/19/18,walking,walking,1501,0.999,2398,95
2/20/18,transport,transport,3865,19.739,0,0
2/20/18,walking,walking,4177,2.487,5686,237
2/22/18,transport,transport,919,3.191,0,0
2/23/18,walking,walking,411,0.279,533,27
2/23/18,transport,transport,8652,51.788,0,0
2/24/18,walking,walking,2378,1.291,3354,123
2/24/18,transport,transport,1322,5.410,0,0
2/25/18,transport,transport,1463,14.768,0,0
2/25/18,walking,walking,46,0.022,70,2
