Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/14/18,transport,transport,2018-06-14T08:50:22-07:00,2018-06-14T08:55:40-07:00,318,2.417,0,0
6/14/18,transport,transport,2018-06-14T12:37:23-07:00,2018-06-14T13:04:22-07:00,1619,8.743,0,0
6/14/18,walking,walking,2018-06-14T13:16:44-07:00,2018-06-14T13:17:37-07:00,53,0.025,80,2
6/14/18,walking,walking,2018-06-14T13:28:03-07:00,2018-06-14T13:29:03-07:00,60,0.028,90,3
6/14/18,walking,walking,2018-06-14T13:35:30-07:00,2018-06-14T14:09:40-07:00,2050,1.069,2701,102
6/14/18,walking,walking,2018-06-14T14:11:09-07:00,2018-06-14T14:11:29-07:00,20,0.009,30,1
6/14/18,walking,walking,2018-06-14T14:18:07-07:00,2018-06-14T14:40:00-07:00,1313,0.574,1848,55
6/14/18,walking,walking,2018-06-14T15:10:13-07:00,2018-06-14T15:11:44-07:00,91,0.042,137,4
6/14/18,walking,walking,2018-06-14T15:45:39-07:00,2018-06-14T15:49:49-07:00,250,0.309,438,30
6/14/18,walking,walking,2018-06-14T15:51:31-07:00,2018-06-14T15:51:58-07:00,27,0.012,41,1
6/14/18,walking,walking,2018-06-14T15:53:43-07:00,2018-06-14T16:28:06-07:00,2063,1.161,3341,111
6/14/18,walking,walking,2018-06-14T16:29:05-07:00,2018-06-14T16:29:38-07:00,33,0.016,50,1
6/14/18,walking,walking,2018-06-14T16:30:08-07:00,2018-06-14T16:35:35-07:00,327,0.106,341,10
6/14/18,walking,walking,2018-06-14T17:06:07-07:00,2018-06-14T17:06:33-07:00,26,0.012,40,1
6/14/18,transport,transport,2018-06-14T17:27:46-07:00,2018-06-14T17:47:02-07:00,1156,8.700,0,0
6/14/18,transport,transport,2018-06-14T18:11:53-07:00,2018-06-14T18:15:07-07:00,194,0.279,0,0
