Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
1/11/18,walking,walking,2018-01-11T13:23:30-07:00,2018-01-11T13:24:23-07:00,53,0.025,80,2
1/11/18,cycling,cycling,2018-01-11T13:48:06-07:00,2018-01-11T14:32:41-07:00,2675,14.367,0,588
1/11/18,cycling,cycling,2018-01-11T14:38:19-07:00,2018-01-11T14:50:46-07:00,747,3.391,0,140
1/11/18,walking,walking,2018-01-11T15:06:36-07:00,2018-01-11T15:33:16-07:00,1600,0.972,2724,93
1/11/18,walking,walking,2018-01-11T15:35:19-07:00,2018-01-11T15:36:49-07:00,90,0.042,135,4
1/11/18,walking,walking,2018-01-11T15:47:07-07:00,2018-01-11T15:49:33-07:00,146,0.102,219,10
1/11/18,walking,walking,2018-01-11T15:54:22-07:00,2018-01-11T16:04:28-07:00,606,0.193,473,18
1/11/18,walking,walking,2018-01-11T16:04:28-07:00,2018-01-11T16:04:36-07:00,8,0.004,12,0
1/11/18,walking,walking,2018-01-11T16:09:26-07:00,2018-01-11T16:12:41-07:00,195,0.063,170,6
1/11/18,walking,walking,2018-01-11T16:31:41-07:00,2018-01-11T16:32:51-07:00,70,0.033,106,3
1/11/18,walking,walking,2018-01-11T16:39:54-07:00,2018-01-11T16:51:13-07:00,679,0.275,655,26
1/11/18,walking,walking,2018-01-11T16:52:24-07:00,2018-01-11T16:53:24-07:00,60,0.028,90,3
1/11/18,walking,walking,2018-01-11T16:54:56-07:00,2018-01-11T17:11:06-07:00,970,0.614,1368,59
1/11/18,walking,walking,2018-01-11T17:12:16-07:00,2018-01-11T17:13:22-07:00,66,0.031,100,3
1/11/18,cycling,cycling,2018-01-11T17:44:11-07:00,2018-01-11T18:11:52-07:00,1661,11.373,0,461
1/11/18,walking,walking,2018-01-11T22:18:46-07:00,2018-01-11T22:22:09-07:00,203,0.145,271,14
