Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2019-03-23,72,1994.0277817532744,4457.854902148247,34.0,34,-8.6593527,115.1254957,-8.6531256,115.1331157,0.5840978331757823,8.470000267028809,0.08488326519727707,2918,,,,2272534,80892948,2997561,236957
2019-03-24,37,1817.454033087091,1639.1229320764542,2.0,2,-8.6525485,115.1329969,-8.6516702,115.1340479,0.6742986533079939,3.9218146800994873,0.045038722455501556,2877,,,,,82764092,3036641,
2019-03-25,90,1965.870468556753,5928.443986773491,30.0,30,-8.6598835,115.1303904,-8.6452839,115.1412159,0.8754816711654227,12.100000381469727,0.05760490149259567,4698,,,,1839260,77933487,3533573,
2019-03-26,20,1730.260997002276,912.4283113479614,,,-8.65537,115.1317637,-8.6530715,115.1331938,0.6735714143292983,1.0073368549346924,0.14029113948345184,1657,,,,,83044257,1589426,
2019-03-27,58,1837.164898232341,2524.5359234809875,12.0,12,-8.6555865,115.1317798,-8.6531195,115.1326325,0.5266272806721417,4.378407955169678,0.2055438607931137,3289,,,,779726,82400077,2530149,
2019-03-28,58,1867.1020763703948,4084.5653241872787,8.0,8,-8.6595275,115.1302614,-8.6526408,115.1330316,1.0707317924285216,11.010000228881836,0.01873525232076645,4048,,,,544810,81530681,3278204,
2019-03-29,26,1765.8860407971786,1013.2361872196198,2.0,2,-8.655459,115.1259719,-8.6536697,115.1273865,1.165140763251864,5.179999828338623,0.12005091458559036,2518,,,,,83784584,2134136,
2019-03-30,123,2190.8114984645736,4897.023953437805,43.0,43,-8.6635736,115.1308492,-8.6479758,115.1391488,0.7777044032119623,8.739999771118164,0.011736256070435047,5812,,,,2652505,74694012,6397619,
2019-03-31,42,1820.737789366887,1657.4824010133743,1.0,1,-8.6563252,115.1266268,-8.6463782,115.1364947,0.6586875010624239,6.0,0.25480207800865173,3438,,,,,79557184,3045211,
2019-04-01,88,2035.9626277483721,5206.995069980621,32.0,32,-8.6643729,115.1271982,-8.6527588,115.1465708,0.7537267543691899,9.460000038146973,0.11099700629711151,3995,,,,2095406,79347271,4423090,
2019-04-02,60,1908.6854884387865,4686.95638692379,38.0,38,-8.6593913,115.1268203,-8.6514116,115.1347261,1.1530573983066223,3.8735499382019043,0.08251726627349854,1924,,,,2390746,81243682,1924163,
2019-04-03,57,1898.341588991498,2779.9950264692307,7.0,7,-8.6615583,115.1281672,-8.6524744,115.1337225,0.5493987257145323,7.840000152587891,0.27380311489105225,3992,,,,404265,81254828,3946975,
2019-04-04,57,1841.8015052597584,2041.8479756116867,2.0,2,-8.6595456,115.1282861,-8.6463687,115.1365063,0.5893614714258262,7.679999828338623,0.0650210976600647,4149,,,,,79846138,3440755,
2019-04-05,8,1693.1236337231574,228.4904546737671,,,,,,,1.0384008447186988,4.900000095367432,0.2558199167251587,762,,,,,84442399,973026,
2019-04-06,192,2481.147273026721,11958.916425585747,108.0,108,-8.6597864,115.1222354,-8.2641687,115.183389,1.1829023599338258,12.119999885559082,0.024219201877713203,7961,,,,6167915,60560079,7458035,
2019-04-07,22,1789.8141436423173,3831.0258328318596,7.0,7,-8.6550751,115.130863,-8.6453613,115.1411696,0.6122646387627427,1.5099999904632568,0.28645190596580505,1121,,,,484127,52424361,1957332,
2019-04-08,58,1911.4650011295998,5335.844934225082,22.0,22,-8.6598054,115.1298645,-8.645326,115.1411091,0.706400151878969,6.852054119110107,0.12924350798130035,2929,,,,1481861,81269928,3012676,
2019-04-09,23,1739.2003837095938,1013.6354713439941,,,,,,,0.6414928196418598,10.140000343322754,0.29458045959472656,1466,,,,,83918170,1515850,97371
2019-04-10,77,1996.1628058766908,3289.332841783762,5.0,5,-8.7446957,115.1660662,-8.7314336,115.178671,33.97797225233808,218.4499969482422,0.26687535643577576,5606,,,,,66611380,5820542,
2019-04-11,86,1945.0585915347056,3126.1516548991203,21.0,21,-13.1021233,130.7823498,-12.47117,130.9832879,5.207839637052449,37.279998779296875,0.2726103663444519,7664,,,,,72038253,5151289,
2019-04-12,214,2453.4851861203815,8394.525087699294,10.0,10,-13.2055588,130.6818237,-13.161738,130.7142859,5.914499064224841,102.0,0.2674334645271301,15342,,,,,66188391,13593375,
2019-04-13,146,2226.7502652986996,6117.211788833141,12.0,12,-12.7105197,130.830722,-12.4410562,130.9936222,6.109323026747908,93.0,0.06901291757822037,9114,,,,764092,63917426,9013137,
2019-04-14,118,2087.838048859927,4409.212477520108,2.0,2,-12.3625294,130.8655929,-12.3313109,130.9131165,1.7119745444285008,23.299999237060547,0.2558199167251587,8476,,,,,70472211,7515630,
2019-04-15,124,2214.6293319289052,12838.005616307259,83.0,83,-8.7395922,115.1272668,-8.6514431,115.167962,1.020179668532951,14.1899995803833,0.017362339422106743,5070,,,,4548597,73180009,4763849,
2019-04-16,18,1736.9952086939113,2138.4677562713623,3.0,3,,,,,2.5050582632901555,5.789604663848877,0.3248315751552582,1405,,,,279544,84302472,1342461,
2019-04-17,40,1762.8893398322414,1641.070421218872,1.0,1,-8.658088,115.1238826,-8.6539633,115.1285104,0.48961910025799105,4.400000095367432,0.2456119954586029,3390,,,,,83849352,2130985,
2019-04-18,38,1815.318094253887,2312.321571826935,,,-8.6576194,115.1234861,-8.6535803,115.1280382,1.6074216512783919,6.019999980926514,0.033046141266822815,3540,,,,,76554621,2887293,
2019-04-19,50,1871.2295724674,1705.001352906227,34.0,34,-8.6594134,115.125845,-8.6528723,115.1310962,0.7327723133614501,2.454042911529541,0.08148718625307083,1413,,,,2116659,55554631,1666156,
2019-04-20,58,1878.278192280619,7003.374131679535,42.0,42,-8.6550264,115.130407,-8.643107,115.1466169,1.5344646608012185,12.25,0.03756474703550339,1257,,,,2655254,80554459,1085695,
2019-04-21,94,2005.2967304844071,11933.189125478268,37.0,37,-8.6747292,115.1299965,-8.6513719,115.1477331,1.8471827210658447,12.59000015258789,0.019242363050580025,4976,,,,2324091,79916008,3669602,
2019-04-22,55,1831.8015077463044,2329.7901287078857,,,-8.6626427,115.1276833,-8.6572986,115.1339115,1.0521519264441348,5.21999979019165,0.09276274591684341,4531,,,,,82158880,3274774,
2019-04-23,86,1907.5596487836751,2989.3805594444275,22.0,22,-8.6622193,115.1282176,-8.6527565,115.1334551,1.8898658869599314,6.090000152587891,0.12166845798492432,5584,,,,1108251,79905136,3347305,
2019-04-24,117,2099.111039751753,2709.419249534607,90.0,90,-8.6598789,115.126725,-8.6533677,115.1321278,0.6381223475153497,2.990617513656616,0.01020380761474371,2100,,,,5641622,75303095,1679753,
2019-04-25,29,1765.757806617102,1342.1473927497864,,,-8.6598961,115.129609,-8.6425512,115.1365121,0.5704168558713092,1.1249479055404663,0.24253761768341064,2247,,,,,84065793,2178595,
2019-04-26,38,1808.7952539828793,2820.171838402748,20.0,20,-8.6549211,115.1268716,-8.6524303,115.130774,0.9675075533010729,7.420000076293945,0.2152942568063736,1681,,,,1287448,83186624,1516441,
2019-04-27,60,1912.0152943800376,3156.2980008125305,21.0,21,-8.6549089,115.1253455,-8.6537126,115.1307046,0.7857593507168907,3.304978847503662,0.09967249631881714,3128,,,,1362361,80654448,3149573,
2019-04-28,47,1845.606390207655,1427.5919744968414,,,-8.3404265,114.7500607,-8.3388587,114.7521801,4.171242990752256,36.0,0.049680326133966446,3415,,,,,63709859,3503908,
2019-04-29,143,2212.060568936775,6103.99098443985,7.0,7,-8.1576114,114.4729761,-8.092863,114.5119566,2.7389484764583365,20.399999618530273,0.06347458809614182,11014,,,,,58901730,9586253,
2019-04-30,88,2034.2800252213308,4052.7848720550537,21.0,19,-8.320002,115.0394218,-8.3173304,115.0465617,5.618581635980272,50.0,0.11788049340248108,6929,,,,,60191542,6230542,172749
2019-05-01,100,2095.499250103374,9569.903805911541,61.0,61,-8.660264,115.128422,-8.6369175,115.1557073,1.1751993002932233,12.4399995803833,0.0500679537653923,2949,,,,3955660,78174880,3384627,
2019-05-02,25,1747.6277873953966,705.5579817295074,9.0,9,,,,,0.843022930386496,9.84000015258789,0.2749665081501007,1453,,,,621773,83799511,1212904,
2019-05-03,47,1839.6397189462525,1009.0566490888596,25.0,25,-8.6549199,115.1307243,-8.6549199,115.1307243,1.9664025042154165,22.760000228881836,0.2517201006412506,1659,,,,1547553,74267231,1632218,
2019-05-04,55,1853.64871754474,2463.764483690262,1.0,1,-8.6619594,115.1278755,-8.6575117,115.1331307,1.487530970162381,8.0,0.26694250106811523,4616,,,,,79752637,3637395,
2019-05-05,119,2113.2733591865253,12897.306900978088,44.0,44,-8.6744645,115.1301047,-8.6514564,115.1478246,0.8622479043558209,14.039999961853027,0.07474904507398605,6525,,,,2563322,71391494,5206005,
2019-05-06,73,1951.8658931650552,2834.123064994812,18.0,18,-8.6614962,115.1329409,-8.6614239,115.1331443,0.6363878286523089,3.430000066757202,0.2564597725868225,4533,,,,932241,52262566,4209566,
2019-05-07,99,2039.1954809328759,2894.1640479564667,58.0,58,-8.6624152,115.1268534,-8.6515601,115.1336111,1.2656431620001243,10.40999984741211,0.2996425926685333,3602,,,,3300363,78853048,3188460,
2019-05-08,69,1941.8014623039414,2159.521434187889,30.0,30,-8.6595321,115.1282287,-8.6548203,115.1307266,1.043394248234303,8.180000305175781,0.2660291790962219,3045,,,,1853373,80652118,3102770,
2019-05-09,32,1703.594325793365,1254.0161554813385,,,,,,,1.015116630004707,3.483903169631958,0.3650287687778473,2380,,,,,81182717,860550,
2019-05-10,32,1735.9825969455171,1959.4843344688416,15.0,15,-8.6551115,115.125603,-8.6527793,115.1309556,0.6819240726158315,2.50036358833313,0.2660711705684662,1046,,,,993533,81370469,622148,
2019-05-11,119,2126.997867214271,7402.330563187599,65.0,65,-8.6991153,115.4295496,-8.6635033,115.4668163,1.7120581709087586,35.0,0.04603198170661926,5132,,,,3854949,60200206,3911844,
2019-05-12,178,2204.0614195268104,12376.471981048584,52.0,52,-8.7523968,115.437525,-8.6635915,115.4746024,2.0625138348887417,39.0,0.04910024628043175,10600,,,,2624138,32239859,6624669,
2019-05-13,57,1815.8744804407172,2326.3164343833923,3.0,3,,,,,0.7210632103921487,5.78000020980835,0.24896767735481262,4656,,,,,74895686,2694910,132067
2019-05-14,22,1715.4180059900643,168.57668948173523,15.0,15,,,,,2.922594914829165,12.319999694824219,0.4229215383529663,749,,,,995311,78983133,278921,
2019-05-15,19,1668.9504059825408,253.25093734264374,,,,,,,0.723822726463744,1.2799999713897705,0.33367815613746643,1402,,,,,77343823,571804,
2019-05-16,6,1649.1533132837687,221.0985336303711,,,,,,,0.9853811272162633,10.75,0.30793777108192444,546,,,,,77495038,209502,
2019-05-17,10,1648.2074612709932,131.07107639312744,,,,,,,1.4628066739797807,6.690000057220459,0.3294380009174347,847,,,,,82076301,227518,
2019-05-18,20,1672.0751564831514,311.2701784670353,,,,,,,0.8724132798817711,6.71999979019165,0.265473335981369,1348,,,,,75476068,623667,
2019-05-19,47,1797.5841547423233,2378.5098412036896,3.0,3,-8.6617225,115.1269857,-8.6567091,115.1330295,0.8684396112669328,8.210000038146973,0.33910071849823,4121,,,,,51525500,2656095,
2019-05-20,31,1717.7853519514995,883.9337995648384,,,,,,,0.6433925121653702,4.0,0.31143295764923096,2124,,,,,80251644,1382357,
2019-05-21,50,1775.963233852119,1736.679144833237,9.0,9,-8.6612811,115.1282436,-8.6549059,115.1320355,0.794236091042003,12.25,0.305614173412323,4029,,,,,74265823,2347986,
2019-05-22,52,1815.9226945574146,592.039592385292,27.0,27,-8.6549103,115.1306461,-8.6548869,115.1307476,0.5411555900764772,8.8100004196167,0.04624849185347557,1866,,,,1741717,80878211,1149054,
2019-05-23,41,1788.543760956511,1959.144066810608,16.0,16,-8.660181,115.1282127,-8.6526608,115.1319238,0.9823355464283908,2.258474111557007,0.26093190908432007,2093,,,,1019136,81672966,1467175,
2019-05-24,19,1679.810668466047,158.93702602386475,,,,,,,3.0020955086367263,9.0,0.3440411388874054,1677,,,,,80739146,752060,
2019-05-25,112,1967.6345961479394,3718.973421216011,20.0,20,-8.1932457,115.1347776,-8.1723532,115.1847645,4.321756280164706,21.1299991607666,0.18304277956485748,8849,,,,,59764098,4931982,257659
2019-05-26,87,1883.5563026775453,2786.5122523605824,11.0,11,-8.2597387,115.0661702,-8.2571518,115.0709043,0.9731711197066117,5.96999979019165,0.0,5967,,,,435732,79348084,3667930,
2019-05-27,138,2096.604726432721,6004.296339809895,23.0,23,-8.2666058,115.0911707,-8.2500693,115.1038771,2.3888537673642123,19.450000762939453,0.0702734887599945,11912,,,,,67933374,7479541,61465
2019-05-28,53,1745.0976000625994,1060.9698770046234,1.0,1,,,,,0.7610709436000073,2.1600000858306885,0.15710397064685822,3712,,,,,79738524,1835682,
2019-05-29,23,1693.680828957774,636.2445368766785,,,,,,,0.7329515154693452,10.960000038146973,0.06638655066490173,1913,,,,,79082150,982276,
2019-05-30,60,1814.7497053333025,2017.3771967589855,4.0,4,-8.6616987,115.1289105,-8.6585731,115.1342996,0.7014223108222399,4.104531764984131,0.31890246272087097,4423,,,,,78503591,2833949,69231
2019-05-31,39,1727.9740038005405,481.17017459869385,10.0,10,,,,,0.6880212393833979,2.630000114440918,0.33497315645217896,2530,,,,683790,82095336,820389,
2019-06-01,56,1824.8543573389572,2170.639294862747,1.0,1,-8.6616382,115.1286292,-8.6581228,115.1329902,0.6036087367542435,3.7200000286102295,0.2673119604587555,4293,,,,,81416070,3159470,
2019-06-02,53,1802.6798550216358,2182.125329732895,2.0,2,-8.6517537,115.1286358,-8.6517537,115.1286358,0.5761865031997783,1.2949597835540771,0.25652623176574707,4408,,,,,79816797,2791425,
2019-06-03,47,1794.502499445293,2386.8818106651306,9.0,9,-8.6663699,115.126263,-8.6560052,115.1388896,1.7890420501676234,5.0,0.13643094897270203,4636,,,,,78774762,2497104,69575
2019-06-04,80,1930.0020115009202,4003.5692623257637,18.0,18,-8.6616759,115.1279709,-8.6431261,115.1422664,1.0403649161754156,14.069999694824219,0.1461350917816162,5052,,,,1143043,76003897,3352765,124642
2019-06-05,48,1791.9759113513394,1774.9443720579147,,,-8.6613232,115.1284082,-8.6580116,115.1332179,0.6419644918513799,2.0299999713897705,0.2492688149213791,3904,,,,,79470099,2613758,
2019-06-06,44,1803.5607694558228,1634.6820755004883,13.0,13,-8.6601446,115.1282702,-8.6581208,115.1309815,3.166010927585583,9.109999656677246,0.26694250106811523,3320,,,,704076,79880033,2053276,
2019-06-07,42,1789.29322477157,1153.4776916503906,1.0,1,,,,,1.2338722824700017,4.239999771118164,0.14837568998336792,4108,,,,,75598680,1725787,365798
2019-06-08,49,1802.290535058973,476.4969701766968,21.0,21,-8.6533887,115.1266474,-8.6533887,115.1266474,0.8455676977923006,8.979999542236328,0.3085494637489319,2542,,,,1325437,76638015,1367858,
2019-06-09,41,1766.3117064899752,1491.6893708705902,2.0,2,-8.6618327,115.1283819,-8.6571797,115.1333508,0.9812319891656859,4.599999904632568,0.3002448081970215,3428,,,,,76103055,2187789,
2019-06-10,78,1904.4123978027435,916.1781035959721,39.0,39,,,,,2.603706150453097,13.1899995803833,0.08601617068052292,2608,,,,2441576,37981215,1869531,
2019-06-11,21,1690.0048611852717,500.7249298095703,,,,,,,0.7499005893130943,1.0963709354400635,0.3225555419921875,1613,,,,,46198071,921262,
2019-06-12,86,1872.612556475,2560.8302305936813,4.0,4,-31.9416662,115.1656907,-8.742838,115.9753644,39.138783988102155,192.39999389648438,0.24029378592967987,5932,,,,,75455916,3952154,
2019-06-13,73,1891.3278824072843,3545.732487156987,11.0,11,-31.9558453,115.8373747,-31.9494252,115.8585339,0.9817074140783363,38.0,0.17852510511875153,5412,,,,,79608893,4129212,
2019-06-14,105,1984.5442323754326,4858.720364570618,13.0,13,-31.9589158,115.8198387,-31.9392221,115.8719955,1.003120701067195,18.469999313354492,0.04691746458411217,8318,,,,,76721816,5808345,
2019-06-15,104,2045.2734472924526,5330.958223104477,13.0,13,-31.9848646,115.818026,-31.9547651,115.8651749,3.720349256484543,71.0,0.10310465097427368,9012,,,,,75334091,6753029,
2019-06-16,27,1774.4293441497412,992.170956492424,2.0,2,,,,,4.606616052149222,30.0,0.2519904673099518,2595,,,,,80529965,2303291,
2019-06-17,131,2013.7867559663928,4758.033542332705,13.0,13,-32.3695686,116.0069917,-32.3651638,116.0219629,4.384652647342447,29.510000228881836,0.226736381649971,8891,,,,,66982962,6277944,
2019-06-18,100,1971.1360750774002,4230.821297168732,36.0,36,-31.9683991,115.8676625,-31.9566442,116.0771756,2.5555412971976783,41.0,0.300310343503952,7412,,,,824340,65676782,4706081,
2019-06-19,154,2096.303813301036,6607.286260768771,40.0,34,-31.9578932,115.134045,-30.5934548,115.8709084,17.784681846615317,121.0,0.2818296253681183,11849,,,,,23179940,7664943,
2019-06-20,37,1812.1666885783131,1405.0737566947937,2.0,2,-31.957884,115.8708872,-31.957884,115.8708872,1.3476546412905794,3.0,0.27806511521339417,2891,,,,,82065933,2948883,
2019-06-21,111,2029.1034817238635,5080.1377947330475,25.0,25,-31.9653045,115.833418,-31.9556749,115.8727418,0.9461277061047326,26.0,0.3178657293319702,9869,,,,,74984757,6548279,
2019-06-22,45,1820.5012595582677,1633.246685743332,18.0,18,,,,,0.6590691794287086,1.3371388912200928,0.2891877293586731,3059,,,,664715,81416261,2376533,
2019-06-23,86,1826.6352968534447,2217.2848346829414,4.0,4,-31.9443589,115.1660429,-8.7425331,115.9731753,2.3817811765934325,89.0,0.2558199167251587,5786,,,,,68667347,3189030,
2019-06-24,141,2125.332760278952,7762.308046936989,54.0,54,-8.8162494,115.088511,-8.7960677,115.1192863,12.776165129084077,44.0,0.02593907341361046,7597,,,,2857313,70763644,5052138,
2019-06-25,62,1841.687682374526,2553.282977104187,4.0,4,-8.8077714,115.1105314,-8.8052176,115.1138473,2.5016420980625234,46.0,0.251825213432312,5222,,,,,72398127,3438867,
2019-06-26,47,1801.8443829711596,1894.806746006012,1.0,1,-8.6617884,115.1278208,-8.6575143,115.1330466,0.8759564569581284,3.059999942779541,0.27806511521339417,4097,,,,,78699177,2777556,
2019-06-27,61,1878.7490634631095,1809.122916817665,13.0,13,-8.6623137,115.131462,-8.660844,115.1335847,0.8042398720674583,2.559999942779541,0.30078065395355225,3678,,,,732001,75947360,3271381,
2019-06-28,6,1661.8566111381806,70.67986488342285,,,,,,,0.5479649714974345,1.7599999904632568,0.3204241096973419,955,,,,,83194039,454061,
2019-06-29,45,1812.2332629677855,1502.4219071865082,10.0,10,-8.6618084,115.1281149,-8.6577844,115.1329447,1.363583524057148,11.779999732971191,0.4965790808200836,3374,,,,607434,78772702,2300544,
2019-06-30,4,1652.8737273963525,181.49783092737198,,,,,,,1.6000322972562735,14.90999984741211,0.3899533152580261,826,,,,,81367331,304965,
2019-07-01,68,1914.626737259366,2705.0744301080704,21.0,21,-8.6622383,115.1281498,-8.6572108,115.1334556,0.9484926363994141,8.3100004196167,0.3313840925693512,4427,,,,1197191,74204135,3191080,
2019-07-02,49,1790.5589272825937,1905.170174151659,1.0,1,-8.6617981,115.1280515,-8.6476099,115.1329154,1.3336355087484997,16.06999969482422,0.26349925994873047,4003,,,,,47858280,2590242,
2019-07-03,16,1682.1782247822691,566.8248564004898,,,,,,,0.8331957734799637,13.729999542236328,0.20058657228946686,1502,,,,,78851405,791355,
2019-07-04,33,1736.3616829062557,1043.4635378718376,,,,,,,1.680738170065654,13.5600004196167,0.311665803194046,2378,,,,,80728625,1690683,
2019-07-05,28,1774.590938967014,1350.7106729745865,,,,,,,1.3953713629587359,11.09000015258789,0.029574302956461906,2473,,,,,80410700,2244764,
2019-07-06,68,1897.5931914259613,1189.0267151584849,39.0,39,-8.6597981,115.125606,-8.6541122,115.1308758,1.4486708796687469,15.430000305175781,0.3225555419921875,2428,,,,2411362,79377835,1788649,
2019-07-07,43,1754.3104640593667,741.7536091804504,12.0,12,-8.660211,115.1298332,-8.6592004,115.130956,1.547522268035283,10.09000015258789,0.24439792335033417,2332,,,,762914,81627179,1172917,
2019-07-08,22,1734.7788008613522,845.3274059891701,,,,,,,0.6716996229376684,14.430000305175781,0.051993995904922485,2048,,,,,78994508,1664411,
2019-07-09,21,1758.6959771903346,872.6604418158531,,,,,,,0.9889013690852759,14.390000343322754,0.1635580062866211,2016,,,,,74019306,1633682,187637
2019-07-10,16,1745.2544096633392,814.3548741340637,,,,,,,1.361250647424453,17.8799991607666,0.26033616065979004,1636,,,,,54493552,1293267,239104
2019-07-11,41,1774.1306233481428,1482.0396013259888,2.0,2,,,,,0.7145620262322122,1.2899467945098877,0.300310343503952,3146,,,,,79753379,2317569,
2019-07-12,23,1709.3961554511254,418.4294352531433,8.0,8,-8.6433705,115.134332,-8.6433705,115.134332,1.345935138402343,16.81999969482422,0.3127051591873169,1592,,,,531584,78231084,639065,
2019-07-13,126,2032.9017219619493,4237.069770812988,11.0,11,-8.3351612,115.3774841,-8.2404636,115.6547353,3.2205575281695724,20.06999969482422,0.028124362230300903,9775,,,,,58299749,6354974,95358
2019-07-14,44,1779.6007969808643,869.8028231263161,8.0,8,-8.4600253,115.5090555,-8.458715,115.5110207,2.9682663642541063,22.729999542236328,0.060415755957365036,3611,,,,,64236182,2408360,
2019-07-15,31,1723.7546076686588,992.7287022992969,1.0,1,-8.6591511,115.1299476,-8.6591511,115.1299476,1.1217235769731042,13.479999542236328,0.26694250106811523,2455,,,,,81448311,1481433,
2019-07-16,20,1753.4103133583642,630.4816329479218,,,,,,,0.5640186776487073,1.3300000429153442,0.2558199167251587,1832,,,,,82424429,1394473,254091
2019-07-17,54,1751.2067436233897,1493.6930760145187,2.0,2,-8.6614668,115.1285932,-8.6580576,115.1323251,2.609587704143997,13.15999984741211,0.3038270175457001,4693,,,,,77954897,1937080,
2019-07-18,14,1675.93146058033,315.42941123247147,,,,,,,1.6788003006428989,15.9399995803833,0.010275117121636868,1461,,,,,75667334,687675,
2019-07-19,18,1681.4230722924763,424.51110339164734,,,,,,,0.6713075485687786,8.609999656677246,0.28636661171913147,1570,,,,,79488684,778822,
2019-07-20,197,2294.0308038854987,10626.923133440316,36.0,36,-8.7447209,103.8503119,1.3387679,115.1684199,30.400359882767404,240.47000122070312,0.05730700492858887,15820,,,,,57130654,10753866,
2019-07-21,156,2201.6124432079273,6548.50900632143,8.0,8,1.2514515,103.8150935,1.3490828,103.8518203,0.8479983820580623,8.59000015258789,0.3066836893558502,11471,,,,,68766360,9412839,
2019-07-22,125,2051.58426400637,4196.550370335579,6.0,6,-8.7419574,103.8509633,1.3007946,115.1666056,2.4458481498298523,52.0,0.2708170711994171,8258,,,,,69388323,6922697,
2019-07-23,13,1711.005669544511,916.9532063007355,1.0,1,,,,,1.0041186867040697,15.569999694824219,0.2558199167251587,1288,,,,74262,70826606,756885,161500
2019-07-24,48,1831.176862193398,1908.4091824293137,,,-8.6615143,115.1286657,-8.6581134,115.1324868,0.5943817060385485,1.3799999952316284,0.26694250106811523,4047,,,,,70762305,3264413,
2019-07-25,53,1836.868740152005,2746.4790799617767,9.0,9,-8.6616944,115.128294,-8.6528638,115.1330608,0.6736392429364735,14.850000381469727,0.023913590237498283,3962,,,,628963,77127318,2686424,
2019-07-26,33,1761.545829091339,1298.300579726696,,,-8.6620805,115.1293965,-8.6591428,115.1330812,1.6610656365591536,14.989999771118164,0.2460351288318634,2813,,,,,75054297,2108688,
2019-07-27,29,1721.8975709125732,1225.4483950138092,,,-8.6618062,115.1296846,-8.6591575,115.1331375,2.8949336361108204,13.319999694824219,0.33959680795669556,2533,,,,,81726644,1450611,
2019-07-28,42,1788.5128494266535,1898.61928743124,5.0,5,-8.6484436,115.1087653,-8.6451182,115.116619,1.1572216286926735,18.75,0.5,3919,,,,,80321514,2556279,
2019-07-29,15,1708.8618761293114,325.25427865982056,8.0,8,,,,,0.6177844725633757,1.0817203521728516,0.5299999713897705,743,,,,581925,79420119,450985,70673
2019-07-30,45,1803.466944704912,3250.1496745944023,22.0,22,-8.6625736,115.1297467,-8.6590373,115.1338424,0.7385958187469605,14.6899995803833,0.25252765417099,3388,,,,799197,79542287,1947763,
2019-07-31,54,1806.9716437274774,2173.656437546015,6.0,6,-8.6638519,115.1290904,-8.6587869,115.1350941,0.6797646009658583,2.1700000762939453,0.24177992343902588,4898,,,,,77668530,2862658,
