Date,Type,Name,Start,End,Duration
1/1/18,place,Unknown,2018-01-01T00:00:00-07:00,2018-01-01T09:08:44-07:00,32924
1/1/18,move,transport,2018-01-01T09:08:44-07:00,2018-01-01T09:17:48-07:00,544
1/1/18,place,Unknown,2018-01-01T09:17:49-07:00,2018-01-01T15:09:28-07:00,21099
1/1/18,move,transport,2018-01-01T15:09:28-07:00,2018-01-01T15:20:03-07:00,635
1/1/18,place,Unknown,2018-01-01T15:20:04-07:00,2018-01-01T15:36:55-07:00,1011
1/1/18,place,Unknown,2018-01-01T15:42:45-07:00,2018-01-01T15:54:26-07:00,701
1/1/18,place,Unknown,2018-01-01T15:54:27-07:00,2018-01-01T16:20:35-07:00,1568
1/1/18,move,walking,2018-01-01T16:20:35-07:00,2018-01-01T16:28:00-07:00,445
1/1/18,place,Unknown,2018-01-01T16:28:01-07:00,2018-01-01T17:04:35-07:00,2194
1/1/18,move,transport,2018-01-01T17:04:35-07:00,2018-01-01T17:25:26-07:00,1251
1/1/18,place,Unknown,2018-01-01T17:37:37-07:00,2018-01-01T21:33:57-07:00,14180
1/1/18,place,Unknown,2018-01-01T21:33:58-07:00,2018-01-01T22:40:10-07:00,3972
1/1/18,move,transport,2018-01-01T22:40:10-07:00,2018-01-01T22:47:38-07:00,448
