Date,Type,Name,Start,End,Duration
5/5/18,move,transport,2018-05-05T07:52:06-07:00,2018-05-05T07:55:53-07:00,227
5/5/18,place,Unknown,2018-05-05T07:55:53-07:00,2018-05-05T09:03:06-07:00,4033
5/5/18,move,transport,2018-05-05T09:03:06-07:00,2018-05-05T09:21:28-07:00,1102
5/5/18,place,Unknown,2018-05-05T09:21:29-07:00,2018-05-05T10:04:58-07:00,2609
5/5/18,move,transport,2018-05-05T10:04:58-07:00,2018-05-05T11:28:16-07:00,4998
5/5/18,place,Unknown,2018-05-05T11:28:16-07:00,2018-05-05T13:07:04-07:00,5928
5/5/18,move,walking,2018-05-05T13:07:04-07:00,2018-05-05T13:10:21-07:00,197
5/5/18,move,transport,2018-05-05T13:10:21-07:00,2018-05-05T13:18:41-07:00,500
5/5/18,place,Unknown,2018-05-05T13:18:42-07:00,2018-05-05T13:49:40-07:00,1858
5/5/18,move,transport,2018-05-05T13:49:41-07:00,2018-05-05T23:59:59-07:00,36618
