"Date","Keys","Clicks"
"2019-06-09",10815,2319
"2019-06-10",7105,2450
"2019-06-11",13620,5300
"2019-06-12",419,416
"2019-06-13",14536,2766
"2019-06-14",7288,2886
"2019-06-15",46,10
