"Date","Keys","Clicks"
"2019-07-29",0,0
"2019-07-30",4153,2019
"2019-07-31",16746,4412
"2019-08-01",16324,5415
"2019-08-02",11476,4206
"2019-08-03",17796,3744
"2019-08-04",3,27
