"Date","Keys","Clicks"
"2019-08-28",6546,3301
"2019-08-29",13181,4778
"2019-08-30",8547,3351
"2019-08-31",9255,6106
"2019-09-01",9465,7760
"2019-09-02",9665,3478
"2019-09-03",3,29
