"Date","Keys","Clicks"
"2019-07-09",458,279
"2019-07-10",21113,4249
"2019-07-11",19524,2042
"2019-07-12",8783,366
"2019-07-13",210,77
"2019-07-14",4056,1515
"2019-07-15",38,170
