"Date","Keys","Clicks"
"2021-11-25",0,0
"2021-11-26",4824,1820
"2021-11-27",8530,3511
"2021-11-28",5478,3899
"2021-11-29",19498,6409
"2021-11-30",9392,5148
"2021-12-01",43,50
