"Date","Keys","Clicks"
"2022-12-05",7198,1346
"2022-12-06",9600,4122
"2022-12-07",4572,4589
"2022-12-08",10844,3619
"2022-12-09",20926,5822
"2022-12-10",6770,1458
"2022-12-11",11,68
