"Date","Keys","Clicks"
"2019-12-31",2943,2757
"2020-01-01",2044,222
"2020-01-02",0,0
"2020-01-03",0,0
"2020-01-04",13822,3355
"2020-01-05",4768,3242
"2020-01-06",3,24
