"Date","Keys","Clicks"
"2023-08-02",14806,5181
"2023-08-03",19471,4933
"2023-08-04",2777,1822
"2023-08-05",8193,2544
"2023-08-06",811,802
"2023-08-07",2779,4497
"2023-08-08",31,60
