"Date","Keys","Clicks"
"2020-08-07",11655,1849
"2020-08-08",6822,1879
"2020-08-09",13752,1671
"2020-08-10",9033,2862
"2020-08-11",20890,3773
"2020-08-12",9561,1676
"2020-08-13",75,5
