"Date","Keys","Clicks"
"2020-01-15",8973,5640
"2020-01-16",6279,3574
"2020-01-17",2164,1803
"2020-01-18",5385,1470
"2020-01-19",11537,2856
"2020-01-20",10006,2243
"2020-01-21",16,8
