"Date","Keys","Clicks"
"2023-06-03",477,134
"2023-06-04",3305,472
"2023-06-05",5302,2366
"2023-06-06",1966,2837
"2023-06-07",7345,2848
"2023-06-08",9294,4752
"2023-06-09",2244,1659
