"Date","Keys","Clicks"
"2023-02-03",10161,4072
"2023-02-04",3756,1696
"2023-02-05",8407,3261
"2023-02-06",9588,1950
"2023-02-07",5553,2995
"2023-02-08",4821,2572
"2023-02-09",5,18
